artifact_id,filename,type,status,artifact_role,supports_results,repo_relative_path,sha256,git_sha,path_observed,notes,migration_note
ART-LEAN-RA_D1_Core_draft,RA_D1_Core_draft.lean,lean,lean_build_confirmed_no_sorry,legacy_rich_formal_source,RA-MOTIF-002;RA-MOTIF-003;RA-MOTIF-004;RA-MOTIF-005;RA-MOTIF-007;RA-MOTIF-008,src/RA_AQFT/RA_D1_Core_draft.lean,2176458ba909f4d4ed57f4aa674f6287ea236b7e72893404fbb2b17753aa36f0,,,module=RA_D1_Core_draft; lines=931; declarations=63; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D1_GraphCutCombinatorics,RA_D1_GraphCutCombinatorics.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_D1_GraphCutCombinatorics.lean,36d398396a545e0b7f5d3286bc7ea229f80fec385947d6dd1ce9502d3db9b59b,,,module=RA_D1_GraphCutCombinatorics; lines=92; declarations=4; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D1_NativeClosure_v1,RA_D1_NativeClosure_v1.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_D1_NativeClosure_v1.lean,106bec05fd0a6d21c9d2bc124d937558f2ed1f798840dbece4373fb89aa21d41,,,module=RA_D1_NativeClosure_v1; lines=221; declarations=12; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D1_NativeConfinement_v1,RA_D1_NativeConfinement_v1.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_D1_NativeConfinement_v1.lean,f600de72e0bb018c8205d8260316fe4ea870ee1cbac9eab5b36faef380bd7689,,,module=RA_D1_NativeConfinement_v1; lines=82; declarations=10; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D1_NativeDimensionality_v1,RA_D1_NativeDimensionality_v1.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_D1_NativeDimensionality_v1.lean,9d8d29c98bb46ae65da4f779fe75d41aeb61736c1cfd311fe0a773376c9eae86,,,module=RA_D1_NativeDimensionality_v1; lines=149; declarations=12; sorry=0; admit=0; axiom=1; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D1_NativeKernel_v1,RA_D1_NativeKernel_v1.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_D1_NativeKernel_v1.lean,20be9115b8aac632d6841f618eb9a0d78d3f5108cd380e765c7ad236ca8913bb,,,module=RA_D1_NativeKernel_v1; lines=107; declarations=18; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D1_NativeLedgerOrientation_v1,RA_D1_NativeLedgerOrientation_v1.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_D1_NativeLedgerOrientation_v1.lean,b42677dc225aa44642c0254cafe3e51514ee3a39bddd5b79341bb455de78e1f1,,,module=RA_D1_NativeLedgerOrientation_v1; lines=58; declarations=5; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D2_HadronMassTriad,RA_D2_HadronMassTriad.lean,lean,user_reported_lake_build_confirmed_no_sorry_updated_lakefile_pending_fresh_log,formal_source_active_lake_root_pending_archived_fresh_log,RA-PRED-002,src/RA_AQFT/RA_D2_HadronMassTriad.lean,3e253ed548b216b927385521ec3e15bad11c7a7af952456b9b4f937b25899756,,,module=RA_D2_HadronMassTriad; lines=46; declarations=3; sorry=0; admit=0; axiom=0; build_evidence=updated_lakefile_root_user_reported_build_success_pending_fresh_log; Updated Apr27: lakefile(2).lean includes RA_D2_HadronMassTriad as active Lake root; user reports build succeeds. Archive fresh build log for hard evidence.,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D2_MatterCartography,RA_D2_MatterCartography.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_D2_MatterCartography.lean,e769c809572a5e0d25fb610c5bc7d3e5d3cd8a03ca71ac49c4c148be0fdf6c22,,,module=RA_D2_MatterCartography; lines=74; declarations=5; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D3_CausalSeverance,RA_D3_CausalSeverance.lean,lean,lean_build_confirmed_no_sorry,formal_source,RA-GRAV-003;RA-GRAV-004,src/RA_AQFT/RA_D3_CausalSeverance.lean,84b7b2aac3a067698c91b2e2e1f0ccefde2e1bc1ce2cbf27cb1af5baee7665d5,,,module=RA_D3_CausalSeverance; lines=53; declarations=3; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D3_CosmologicalExpansion,RA_D3_CosmologicalExpansion.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_D3_CosmologicalExpansion.lean,46bb3d24ee254b5a9a9e10c7507d1585b463015d6d655089fe1895cc1ca509a0,,,module=RA_D3_CosmologicalExpansion; lines=59; declarations=4; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_D4_CausalFirewall,RA_D4_CausalFirewall.lean,lean,lean_build_confirmed_no_sorry,formal_source,RA-COMP-003;RA-COMP-007,src/RA_AQFT/RA_D4_CausalFirewall.lean,505d868e2e221577fed80b157ea92d9adeca0aead374b2eb2fa129c1a4a24847,,,module=RA_D4_CausalFirewall; lines=65; declarations=4; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_GraphCore,RA_GraphCore.lean,lean,lean_build_confirmed_no_sorry,formal_source,RA-LLC-001;RA-OPEN-006,src/RA_AQFT/RA_GraphCore.lean,da0f4a356242b6fa625c80f3677c006f44493a1afb71dff1ef75083c62469ca4,,,module=RA_GraphCore; lines=253; declarations=26; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_GraphCore_Native,RA_GraphCore_Native.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_GraphCore_Native.lean,097715adb397049f69e1bdd661d045df6ca5be9a6db0753c8c5c1d0607dcb08f,,,module=RA_GraphCore_Native; lines=92; declarations=10; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_KvalRatio,RA_KvalRatio.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_KvalRatio.lean,87096d7d23ed2b843690653f395a1c8e482558129fea5047ea99bdac104e1b9c,,,module=RA_KvalRatio; lines=165; declarations=18; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_MotifDynamics_Core,RA_MotifDynamics_Core.lean,lean,lean_build_confirmed_no_sorry,formal_source,,src/RA_AQFT/RA_MotifDynamics_Core.lean,81996a5aa954cd590bb97eeae4c73579d2fbaceb0043c96f5f7d59384111caab,,,module=RA_MotifDynamics_Core; lines=54; declarations=0; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_O01_KernelLocality_v2,RA_O01_KernelLocality_v2.lean,lean,uploaded_static_audited_not_lake_build_confirmed,frontier_formal_source_not_active_root,,src/RA_AQFT/RA_O01_KernelLocality_v2.lean,b361de2cda7bd9025eaaa3a8f5c8d86474de39046d0a5c00d69e25446f10605f,,,module=RA_O01_KernelLocality_v2; lines=118; declarations=10; sorry=0; admit=0; axiom=0; build_evidence=static_uploaded_not_covered_by_uploaded_lake_build_log,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_O14_ArithmeticCore_v1,RA_O14_ArithmeticCore_v1.lean,lean,lean_build_confirmed_no_sorry,formal_source,RA-ARITH-001,src/RA_AQFT/RA_O14_ArithmeticCore_v1.lean,4e8f69fd6b17c5c74300e8a2267b3420cc8111def7fdb8e13df57d6fa0f18545,,,module=RA_O14_ArithmeticCore_v1; lines=128; declarations=48; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-LEAN-RA_O14_Uniqueness_Core_draft,RA_O14_Uniqueness_Core_draft.lean,lean,lean_build_confirmed_no_sorry,legacy_rich_formal_source,RA-ARITH-001,src/RA_AQFT/RA_O14_Uniqueness_Core_draft.lean,3d28e5b886e15d40da7428102c785a9e8d7d4cc9623aaeeda23d2a0c143715b3,,,module=RA_O14_Uniqueness_Core_draft; lines=176; declarations=48; sorry=0; admit=0; axiom=0; build_evidence=user_lake_build_confirmed,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-BUILD-lake-env-Apr27-2026,lake_env_Apr27_2026.txt,build_evidence,uploaded_verified,build_environment_record,,docs/RA_KB/reports/lake_env_Apr27_2026.txt,4d94afa8a2f911846f4fefe4adca3d8fbe6b45e919f35c9143b004e38657b4ee,,,lines=3; build_evidence=n/a; Lean/Lake versions and git commit; Environment record applies to Lean/Lake/gitrevision used for build confirmation.,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-BUILD-lake-build-Apr27-2026,lake_build_Apr27_2026.log,build_evidence,uploaded_verified,build_success_log,,docs/RA_KB/reports/lake_build_Apr27_2026.log,c1598423703dfb3eeb334402fc23082192208b8b623ac6f3d72df939b629ffb3,,,lines=5; build_evidence=Build completed successfully (8284 jobs); One unused-variable warning in RA_D3_CosmologicalExpansion; Build log predates/does not explicitly demonstrate the new D2-root lakefile unless rerun after lakefile(2).lean; archive fresh log recommended.,RAKB Apr27 v5 Lean upsert; supersedes v3/v4 CSV patch tables.
ART-CONFIG-lakefile-Apr27-D2root,lakefile.lean,lean_config,uploaded_verified,build_config_active_roots,,src/RA_AQFT/lakefile.lean,b15083676942653c0143cd41d48694c4acc176caf689e3fe12c47298c19ac87f,,/mnt/data/lakefile(2).lean,Updated lakefile includes RA_D2_HadronMassTriad as active root.,RAKB Apr27 v5 build-configuration upsert.
ART-CONFIG-lake-manifest-Apr27,lake-manifest.json,lake_manifest,uploaded_verified,build_config_dependency_lock,,src/RA_AQFT/lake-manifest.json,7858768ca46dc121a6c0b51090043820e31e3303bbc88c9d2b81517fcb821421,,/mnt/data/lake-manifest(1).json,Lake manifest locks mathlib and dependency revisions.,RAKB Apr27 v5 build-configuration upsert.
ART-CONFIG-lean-toolchain-Apr27,lean-toolchain,lean_toolchain,uploaded_verified,build_config_toolchain_pin,,src/RA_AQFT/lean-toolchain,85b71aa934e019c03eac6ec5ed97526956b4dff51b54c5d558fca8a5b34703e6,,/mnt/data/lean-toolchain(1),Lean toolchain pin.,RAKB Apr27 v5 build-configuration upsert.
