paper,section_level,section_title,mapped_node_ids,mapped_node_names,mapped_node_types,coverage_status,section_word_count,excerpt
Paper III,subsection,Boundary decomposition,RA-GRAV-005,Discrete boundary law,claim,mapped,256,"definition[Severance out-degree] For boundary vertex u V_A , define [ d_ out ^ (u)=| v V_B:(u,v) L_ |. ] definition Then equation eq:decomposition ( )= _ u V_A d_ out ^ (u)= d_ out ^ ,N_ ( ), equation where N_ =| V_A| is the boundary-vertex count. proposition[Discrete boundary law] If d_ out ^ is as"
Paper III,section,Joint BDG/LLC Macro-Kernel,RA-GRAV-006,Joint BDG/LLC macro-kernel dimension,claim,mapped,92,"sec:macro_kernel The active Lean file RA _BDG _LLC _Kernel.lean establishes a finite macro-level constraint result: the joint kernel of the trace, BDG, and LLC linear constraints on the five-component macrospace has dimension two. proposition[Two-dimensional joint BDG/LLC macro-kernel] The constrain"
Paper III,section,Sparse-Regime Response: Orbital Profiles and Lensing,RA-GRAV-007;RA-PRED-006;RA-OPEN-003,Antichain drift local statistic; Rotation-curve / lensing source-law target; Coefficient-level orbital/lensing source law,claim;target;issue,mapped,67,"sec:sparse The observational target of this section is the same one usually organized by dark-matter phenomenology and modified-gravity proposals: flat outer rotation profiles, lensing maps offset from the instantaneous gas distribution, and high-precision equivalence-principle tracking. RA's propos"
Paper III,subsection,Antichain drift as a sparse-growth statistic,RA-GRAV-007;RA-PRED-006;RA-OPEN-003,Antichain drift local statistic; Rotation-curve / lensing source-law target; Coefficient-level orbital/lensing source law,claim;target;issue,mapped,116,"The BDG-filtered growth process has a native width statistic. If (W ) denotes local antichain width and ( W ) its change under an accepted vertex, then for accepted candidates equation E[ W S>0] 1-E[N_1 S>0]. equation Monte Carlo evaluation of the BDG-filtered Poisson-CSG regime gives, at ( =1 ), eq"
Paper III,subsection,Sparse-regime topology transition,RA-GRAV-007;RA-PRED-006;RA-OPEN-003,Antichain drift local statistic; Rotation-curve / lensing source-law target; Coefficient-level orbital/lensing source law,claim;target;issue,mapped,161,"In dense regions of the realized graph --- stellar interiors, galactic disks, compact objects --- the ancestry profile is deep and the ledger operates on a well-populated depth budget. In sparse regions --- halos, outskirts, void interfaces --- higher-depth ancestry thins. The native hypothesis is t"
Paper III,subsection,Large-radius orbital response,RA-GRAV-007;RA-PRED-006;RA-OPEN-003,Antichain drift local statistic; Rotation-curve / lensing source-law target; Coefficient-level orbital/lensing source law,claim;target;issue,mapped,103,proposition[Flat outer response as a native programme target] A system whose dense interior and sparse outer graph belong to different topology regimes may exhibit approximately flat outer velocity profiles without requiring a new weakly coupled particulate sector. Determining the coefficient-level 
Paper III,subsection,Historical source depth and lensing offset,RA-PRED-006;RA-OPEN-003,Rotation-curve / lensing source-law target; Coefficient-level orbital/lensing source law,target;issue,mapped,114,proposition[Historical source depth hypothesis] Lensing-relevant source strength can depend on accumulated causal history rather than on instantaneous gas distribution alone. This is the native structural hypothesis behind RA's cluster-lensing programme; a coefficient-level source law remains open. 
Paper III,subsection,Weak-equivalence tracking,RA-PRED-006;RA-OPEN-003,Rotation-curve / lensing source-law target; Coefficient-level orbital/lensing source law,target;issue,mapped,102,"proposition[Weak-equivalence tracking law] If the actualization density _A of ordinary matter tracks the matter density _m on an equilibration timescale _ eq much shorter than the cosmic age t_ cosm , then [ | _A- _m| _m _ eq t_ cosm , ] so composition dependence is suppressed whenever equilibration"
Paper III,section,"Expansion, Inhomogeneity, and the Cosmological-Constant Question",RA-PRED-005;RA-OPEN-004,Local Hubble/environment target; Environment-sensitive expansion law,target;issue,mapped,147,"sec:expansion The observational target here is late-time expansion: supernova Hubble diagrams, BAO inference, void/environment effects, and the apparent dark-energy signal. The standard CDM description introduces a homogeneous vacuum-energy component. GR backreaction programmes instead ask whether f"
Paper III,subsection,Environment-sensitive expansion as a native target,RA-PRED-005;RA-OPEN-004,Local Hubble/environment target; Environment-sensitive expansion law,target;issue,mapped,126,"proposition[Environment-sensitive fit-kernel programme] If cosmological observations are fit by homogeneous templates while the realized graph has strong environment dependence in its source history and boundary structure, then RA has a native route by which part of the inferred late-time accelerati"
Paper III,subsection,Immediate observational targets,RA-PRED-005;RA-OPEN-004,Local Hubble/environment target; Environment-sensitive expansion law,target;issue,mapped,75,The most direct tests of the present programme are not ``recover GR'' tests. They are observational correlations: itemize[nosep] BAO-scale inferences should show environment sensitivity rather than strict universality; supernova Hubble residuals should correlate with line-of-sight density or void st
Paper III,section,"Nucleation, Rotating Boundaries, and Low- l Anomalies",RA-PRED-007;RA-OPEN-005,Axis-of-Evil / low-l alignment target; Low-l CMB / Axis-of-Evil severance inheritance,target;issue,mapped,175,"sec:nucleation This section is the most exploratory part of the paper, but it is also one of the places where RA may be most distinctive if it closes. The motivating empirical targets are the low- CMB anomalies, the so-called Axis of Evil, and related large-angle alignment questions. Standard cosmol"
Paper III,subsection,Rotating-boundary fit kernels,RA-PRED-007;RA-OPEN-005,Axis-of-Evil / low-l alignment target; Low-l CMB / Axis-of-Evil severance inheritance,target;issue,mapped,117,"The present exploratory model uses rotating-boundary templates to organize low- anomaly fits. In that respect it plays a role somewhat analogous to Kerr-like intuition in continuum language, but the physical claim is different. The physical proposal is not ``the universe is a Kerr metric.'' It is th"
Paper III,section,"What RA Explains Here, and What It Does Not Yet Explain",,,,textual_context,309,"At the present stage, the paper makes four strong native claims. enumerate[nosep] Finite alternative to singular continuation. Kernel saturation supplies a native route to causal severance, so gravitational collapse need not be interpreted as a divergence-driven continuation problem. Black-hole entr"
Paper III,section,Conclusion,,,,textual_context,258,"Paper~III argues that RA's macroscopic value lies not in pretending GR and CDM never existed, but in confronting the same observable domain through a different finite mathematical engine. In that engine, the deepest novelty is causal severance: a graph partition event with no close analogue in stand"
Paper III,section,Acknowledgments,,,,textual_context,311,"This work was developed in collaboration with Claude (Anthropic, Opus 4.6) for computation, theorem analysis, and manuscript preparation, and with ChatGPT (OpenAI, GPT-5) for suite-scale audit, dependency tracing, and editorial restructuring. The ontological commitments, physical reasoning, and fram"
Paper IV,section,Introduction,,,,textual_context,436,"Nature presents not only particles, stars, and galaxies, but also cells, metabolic networks, nervous systems, organisms, and technologically mediated cognition. Contemporary science studies these domains through several powerful but only partially unified languages: nonequilibrium thermodynamics, sy"
Paper IV,section,From Causal Set Theory to a Complexity Programme,RA-COMP-001;RA-COMP-002,Tier hierarchy; Recursive closure,claim;claim,mapped,228,"CST already supplies the first move needed for a complexity programme: replace background spacetime by a locally finite causal order. That is indispensable, but it is not sufficient. Raw discreteness does not by itself say what should count as a stable organization, how a boundary should persist, or"
Paper IV,subsection,Recursive coarse-graining formalism,,,,textual_context,249,"sec:coarse_grain Let G_0 be the actualized causal graph at the finest scale considered. A coarse-graining operation partitions G_0 into clusters, each of which becomes a single vertex in G_1 = (G_0) . The coarse-grained edges inherit the partial order induced by the original graph. Iterating gives ["
Paper IV,section,Recursive Closure and the Causal Firewall,RA-COMP-002;RA-COMP-003;RA-COMP-008,Recursive closure; Causal Firewall conditions; Substrate-independent biosignature criteria,claim;claim;claim,mapped,240,sec:firewall definition[Recursive closure] A subsystem exhibits recursive closure when its future admissible extensions depend substantially on boundary conditions that are themselves re-inscribed by the subsystem's own prior actualization history. definition definition[Causal Firewall] The Causal F
Paper IV,subsection,Causal shields and boundary turnover,RA-OPEN-006;RA-COMP-003,Causal shield theorem; Causal Firewall conditions,issue;claim,mapped,242,"sec:shields Earlier drafts of this paper leaned too heavily on Markov-blanket language and even on the claim that a corresponding theorem family was already active support. Under the present native discipline, the support is weaker and more honest. What the restored baseline gives directly is graph-"
Paper IV,section,Persistence Windows and Environmental Overwrite,RA-OPEN-007;RA-COMP-003,Persistence-window formula; Causal Firewall conditions,issue;claim,mapped,218,sec:persistence definition[Persistence window] A persistence window is the interval of boundary turnover rates for which a recursively organized system can continue to re-inscribe the boundary conditions on which its own closure depends. definition Every candidate living or proto-living organization
Paper IV,section,Finite Assembly Depth and Reaction-Network Coarse-Graining,RA-COMP-004,RA assembly depth,claim,mapped,85,sec:assembly definition[RA assembly depth] The RA assembly depth A_ RA is the minimum number of causally irreducible organizational layers needed to produce a stable organized structure from its precursors. definition This is one of the clearest places where RA deliberately follows a similar empiric
Paper IV,subsection,A minimal closure-bearing example: glycolysis,RA-COMP-005,Glycolysis assembly depth estimate,claim,mapped,83,The glycolysis pathway consists of ten canonical enzymatic steps. Under a causal-irreducibility coarse-graining --- grouping reaction segments whose products are used only by the next local stage --- the pathway collapses to a small number of closure-bearing layers. A conservative partition gives [ 
Paper IV,subsection,The E.~coli worked example,RA-COMP-006,E. coli assembly depth estimate,claim,mapped,110,"sec:ecoli The same idea applies at the whole-cell scale. The complete E.~coli metabolic network contains on the order of 2 , 500 reactions across a few dozen identifiable pathway classes. Coarse-graining those reactions into pathway-level and then network-level organizational layers yields a depth e"
Paper IV,subsection,Prebiotic chemistries as an open computational target,RA-COMP-DFT-F1-001;RA-OPEN-007,complexity_life_thermo; Persistence-window formula,restoration_candidate;issue,mapped,161,Earlier versions of this paper treated small-molecule DFT work and legacy supplemental computations as if they already supplied active support for firewall conditions. Under the present doctrine that is no longer acceptable. The right claim is simpler and stronger in its honesty: direct native compu
Paper IV,section,Origin-of-Life Constraints and Biosignature Criteria,RA-COMP-007;RA-COMP-008,Origin-of-life sandwich bound; Substrate-independent biosignature criteria,claim;claim,mapped,32,"sec:origin RA does not at present choose among RNA-world, metabolism-first, lipid-world, mineral-template, or hybrid origin-of-life scenarios. What it offers instead is a substrate-agnostic structural filter through which any such scenario must pass."
Paper IV,subsection,The origin-of-life sandwich bound,RA-COMP-007,Origin-of-life sandwich bound,claim,mapped,140,sec:sandwich Any viable prebiotic path must satisfy two native inequalities. Lower bound: A_ RA 2 . A self-maintaining onset requires at least two linked causally irreducible layers forming a feedback-bearing organization. A single layer cannot stably maintain its own boundary conditions. Upper boun
Paper IV,subsection,Biosignature criteria and SETI predictions,RA-COMP-008,Substrate-independent biosignature criteria,claim,mapped,167,sec:seti The Causal Firewall yields three biosignature criteria that are not tied to a particular terrestrial chemistry: itemize[nosep] B1 (Redundant boundary inscription): organization writes closure-supporting outcomes across more than one boundary channel; B2 (Bounded boundary turnover): the envi
Paper IV,section,"Perception, Agency, and Consciousness: Structural Constraints",RA-OPEN-008;RA-COMP-002,Consciousness threshold problem; Recursive closure,issue;claim,mapped,41,"sec:consciousness Epistemic flag. This is the most exploratory section of the most exploratory paper in the suite. RA does not here claim a theorem-level solution to consciousness. What follows is a structural framework: necessary conditions, exclusions, permissions, and explicit open problems."
Paper IV,subsection,Perception as actualization anchoring,RA-OPEN-008;RA-COMP-002,Consciousness threshold problem; Recursive closure,issue;claim,mapped,156,"A perceiving system does not merely encode information abstractly; it writes sensory interaction into a local actualization history. On this picture, a percept is not a mysterious extra ingredient added after physics is finished. It is the structured actualization pattern produced when a Tier-4 orga"
Paper IV,subsection,Agency as recursive causal closure,RA-OPEN-008;RA-COMP-002,Consciousness threshold problem; Recursive closure,issue;claim,mapped,101,"An agent, in the present structural sense, is a Tier-4 organization whose future admissible states depend substantially on its own internally regenerated boundary conditions. Agency is therefore a matter of recursive closure and controlled re-inscription, not a primitive metaphysical add-on. Compare"
Paper IV,subsection,What RA excludes: simple panpsychism,RA-OPEN-008;RA-COMP-002,Consciousness threshold problem; Recursive closure,issue;claim,mapped,94,RA's architecture excludes the idea that every simple physical system already possesses consciousness merely by existing. A single event or a tiny non-recursive cluster does not satisfy the firewall conditions and does not maintain its own boundary conditions across multiple causal layers. Compare a
Paper IV,subsection,What RA permits: artificial consciousness,RA-OPEN-008;RA-COMP-002,Consciousness threshold problem; Recursive closure,issue;claim,mapped,54,"Because firewall conditions are organizational rather than substrate-specific, RA permits the possibility that an artificial system could satisfy the relevant structural requirements. The theory does not say that present artificial systems do. It says only that biology is not sacred at the level of "
Paper IV,subsection,The open threshold problem,RA-OPEN-008;RA-COMP-002,Consciousness threshold problem; Recursive closure,issue;claim,mapped,98,"conjecture[Depth threshold as a necessary condition] A system can be a candidate for phenomenal consciousness only if it satisfies the firewall conditions and its assembly depth exceeds some threshold [ A_ RA A_ RA ^ , ] with A_ RA ^ plausibly greater than the minimal depth required merely for metab"
Paper IV,section,"What RA Explains Here, and What It Does Not Yet Explain",,,,textual_context,228,The durable core of the present paper is now reasonably clear. What RA explains structurally already. itemize[nosep] It gives a native hierarchy from event-level actualization to recursively self-maintaining organization. It gives a finite architectural account of why boundaries matter: not as abstr
Paper IV,section,Conclusion,,,,textual_context,233,"sec:conclusion Paper~IV does not claim that RA has already solved biology or consciousness. It claims something more disciplined and, if correct, more consequential: that the same discrete framework developed from causal-set-like beginnings can be extended coherently into the domains of complexity, "
Paper IV,section,Acknowledgments,,,,textual_context,175,"This work was developed in collaboration with Claude (Anthropic, Opus 4.6) for computation and manuscript preparation, and with ChatGPT (OpenAI, GPT-5) for structural review and suite-level consistency work. The ontological commitments, physical reasoning, and framework direction are the author's. t"
