paper,source_file,output_file,section_level,section_title_plan,section_title_tex,line,mapped_node_ids,rakb_comment,status
Paper III,RA_Paper_III_Discrete_Gravity_Cosmology_Causal_Severance_v9_tiered_restored_Apr2026.tex,RA_Paper_III_Discrete_Gravity_Cosmology_Causal_Severance_v9_tiered_restored_Apr2026_rakb_ids.tex,subsection,Immediate observational targets,Immediate observational targets,434,RA-PRED-005;RA-OPEN-004,% RAKB: RA-PRED-005;RA-OPEN-004,inserted
Paper III,RA_Paper_III_Discrete_Gravity_Cosmology_Causal_Severance_v9_tiered_restored_Apr2026.tex,RA_Paper_III_Discrete_Gravity_Cosmology_Causal_Severance_v9_tiered_restored_Apr2026_rakb_ids.tex,section,"Nucleation, Rotating Boundaries, and Low- l Anomalies","Nucleation, Rotating Boundaries, and Low-\texorpdfstring{$\ell$}{l} Anomalies",446,RA-PRED-007;RA-OPEN-005,% RAKB: RA-PRED-007;RA-OPEN-005,inserted
Paper III,RA_Paper_III_Discrete_Gravity_Cosmology_Causal_Severance_v9_tiered_restored_Apr2026.tex,RA_Paper_III_Discrete_Gravity_Cosmology_Causal_Severance_v9_tiered_restored_Apr2026_rakb_ids.tex,subsection,Rotating-boundary fit kernels,Rotating-boundary fit kernels,458,RA-PRED-007;RA-OPEN-005,% RAKB: RA-PRED-007;RA-OPEN-005,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,section,From Causal Set Theory to a Complexity Programme,From Causal Set Theory to a Complexity Programme,172,RA-COMP-001;RA-COMP-002,% RAKB: RA-COMP-001;RA-COMP-002,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,section,Recursive Closure and the Causal Firewall,Recursive Closure and the Causal Firewall,219,RA-COMP-002;RA-COMP-003;RA-COMP-008,% RAKB: RA-COMP-002;RA-COMP-003;RA-COMP-008,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,Causal shields and boundary turnover,Causal shields and boundary turnover,243,RA-OPEN-006;RA-COMP-003,% RAKB: RA-OPEN-006;RA-COMP-003,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,section,Persistence Windows and Environmental Overwrite,Persistence Windows and Environmental Overwrite,259,RA-OPEN-007;RA-COMP-003,% RAKB: RA-OPEN-007;RA-COMP-003,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,section,Finite Assembly Depth and Reaction-Network Coarse-Graining,Finite Assembly Depth and Reaction-Network Coarse-Graining,276,RA-COMP-004,% RAKB: RA-COMP-004,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,A minimal closure-bearing example: glycolysis,A minimal closure-bearing example: glycolysis,286,RA-COMP-005,% RAKB: RA-COMP-005,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,The E.~coli worked example,The \emph{E.~coli} worked example,294,RA-COMP-006,% RAKB: RA-COMP-006,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,Prebiotic chemistries as an open computational target,Prebiotic chemistries as an open computational target,305,RA-COMP-DFT-F1-001;RA-OPEN-007,% RAKB: RA-COMP-DFT-F1-001;RA-OPEN-007,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,section,Origin-of-Life Constraints and Biosignature Criteria,Origin-of-Life Constraints and Biosignature Criteria,316,RA-COMP-007;RA-COMP-008,% RAKB: RA-COMP-007;RA-COMP-008,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,The origin-of-life sandwich bound,The origin-of-life sandwich bound,322,RA-COMP-007,% RAKB: RA-COMP-007,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,Biosignature criteria and SETI predictions,Biosignature criteria and SETI predictions,335,RA-COMP-008,% RAKB: RA-COMP-008,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,section,"Perception, Agency, and Consciousness: Structural Constraints","Perception, Agency, and Consciousness: Structural Constraints",352,RA-OPEN-008;RA-COMP-002,% RAKB: RA-OPEN-008;RA-COMP-002,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,Perception as actualization anchoring,Perception as actualization anchoring,358,RA-OPEN-008;RA-COMP-002,% RAKB: RA-OPEN-008;RA-COMP-002,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,Agency as recursive causal closure,Agency as recursive causal closure,366,RA-OPEN-008;RA-COMP-002,% RAKB: RA-OPEN-008;RA-COMP-002,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,What RA excludes: simple panpsychism,What RA excludes: simple panpsychism,372,RA-OPEN-008;RA-COMP-002,% RAKB: RA-OPEN-008;RA-COMP-002,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,What RA permits: artificial consciousness,What RA permits: artificial consciousness,378,RA-OPEN-008;RA-COMP-002,% RAKB: RA-OPEN-008;RA-COMP-002,inserted
Paper IV,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026.tex,RA_Paper_IV_Complexity_Life_Recursive_Closure_Discrete_Causal_Networks_v7_Apr23_2026_rakb_ids.tex,subsection,The open threshold problem,The open threshold problem,382,RA-OPEN-008;RA-COMP-002,% RAKB: RA-OPEN-008;RA-COMP-002,inserted
