file,root_layer,root_order,kind,name,line,file_gap_context
RA_Alpha_EM_Proof.lean,nonroot,,lemma,f_em_at_one,75,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,theorem,f_em_expand,77,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,theorem,alpha_EM_exists,84,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,lemma,f_em_at_inv138_neg,104,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,lemma,f_em_at_inv136_pos,109,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,theorem,f_em_hasDerivAt,116,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,lemma,f_em_deriv_pos,130,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,theorem,f_em_strictMono_on,137,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,theorem,alpha_EM_bounds,150,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,theorem,alpha_EM_unique_in_interval,169,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,theorem,bdg_alpha_EM_prediction,186,nonroot; inspect individually
RA_Alpha_EM_Proof.lean,nonroot,,theorem,bdg_leading_order_residual,188,nonroot; inspect individually
RA_CFC_Port.lean,nonroot,,lemma,Matrix.cfc_conj_unitary,51,nonroot; inspect individually
RA_CFC_Port.lean,nonroot,,theorem,mem_unitaryGroup_iff_isometry,91,nonroot; inspect individually
RA_CFC_Port.lean,nonroot,,theorem,IsHermitian.cfc_eq_any_isometry,99,nonroot; inspect individually
RA_CFC_Port.lean,nonroot,,theorem,cfc_conj_isometry,160,nonroot; inspect individually
RA_CFC_Port.lean,nonroot,,theorem,cfc_conj_unitaryGroup,181,nonroot; inspect individually
RA_CFC_Port.lean,nonroot,,theorem,cfc_conj_unitaryGroup',188,nonroot; inspect individually
RA_PACT_conservation_lean.lean,nonroot,,theorem,relative_entropy_zero_iff_equal,36,nonroot; inspect individually
RA_PACT_conservation_lean.lean,nonroot,,axiom,vacuum_T_zero,47,nonroot; inspect individually
RA_PACT_conservation_lean.lean,nonroot,,theorem,P_act_vacuum_zero,53,nonroot; inspect individually
RA_PACT_conservation_lean.lean,nonroot,,theorem,delta_times_zero_function,73,nonroot; inspect individually
RA_PACT_conservation_lean.lean,nonroot,,theorem,LLC_implies_T_conservation,96,nonroot; inspect individually
RA_PACT_conservation_lean.lean,nonroot,,theorem,P_act_T_conserved,124,nonroot; inspect individually
RA_PACT_conservation_lean.lean,nonroot,,theorem,RA_field_equation_unique,167,nonroot; inspect individually
RA_Proofs_Lean4.lean,nonroot,,lemma,internal_flux_disjoint,77,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,lemma,outgoing_disjoint,86,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,lemma,incoming_disjoint,93,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,lemma,internal_mem_outgoing,102,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,lemma,boundary_mem_outgoing,110,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,lemma,sum_outgoing_decompose,120,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,lemma,sum_incoming_decompose,151,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,theorem,RA_graph_cut_theorem,177,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,theorem,horizon_partition,191,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,theorem,markov_blanket_shielding,223,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,theorem,assembly_index_correspondence,260,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,theorem,actualization_frame_invariance,283,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,axiom,causal_firewall_threshold,297,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,theorem,biological_persistence,301,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,theorem,biological_persistence_strong,310,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,axiom,vacuum_energy_suppression,333,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,axiom,amplitude_locality,402,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,lemma,spacelike_amplitude_independent,416,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,theorem,causal_invariance,455,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
RA_Proofs_Lean4.lean,nonroot,,theorem,causal_invariance_perm,472,nonroot; one live sorry and three axioms; contains markov_blanket_shielding theorem
