motif,support_cut,supported,passed_gates,failed_gates,gate_details,site
renewal_14,[13],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[14]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[13]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[13] supplied=[13]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=renewal"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=14"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[13] supplied=[13]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
choice_A_14,[13],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[14]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[13]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[13] supplied=[13]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=alternative"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=14"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[13] supplied=[13]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
choice_B_14,[13],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[14]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[13]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[13] supplied=[13]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=alternative"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=14"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[13] supplied=[13]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
renewal_15,[14],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[15]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[14]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[14] supplied=[14]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=renewal"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=15"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[14] supplied=[14]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
renewal_16,[15],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[16]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[15]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[15] supplied=[15]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=renewal"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=16"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[15] supplied=[15]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
renewal_17,[16],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[17]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[16]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[16] supplied=[16]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=renewal"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=17"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[16] supplied=[16]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
renewal_18,[17],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[18]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[17]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[17] supplied=[17]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=renewal"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=18"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[17] supplied=[17]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
renewal_19,[18],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[19]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[18]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[18] supplied=[18]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=renewal"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=19"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[18] supplied=[18]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
choice_A_19,[18],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[19]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[18]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[18] supplied=[18]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=alternative"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=19"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[18] supplied=[18]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
choice_B_19,[18],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[19]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[18]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[18] supplied=[18]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=alternative"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=19"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[18] supplied=[18]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",19
genesis_seed,[],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[0]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[] supplied=[]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=seed"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=0"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[] supplied=[]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",20
renewal_1,[0],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[1]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[0]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[0] supplied=[0]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=renewal"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=1"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[0] supplied=[0]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",20
choice_A_1,[0],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[1]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[0]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[0] supplied=[0]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=alternative"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=1"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[0] supplied=[0]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",20
choice_B_1,[0],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[1]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[0]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[0] supplied=[0]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=alternative"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=1"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[0] supplied=[0]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",20
renewal_2,[1],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[2]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[1]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[1] supplied=[1]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=renewal"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=2"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[1] supplied=[1]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",20
choice_A_2,[1],True,"[""motif_certified_flag"", ""known_carrier_vertices"", ""known_support_vertices"", ""support_cut_matches_declared"", ""empty_support_allowed"", ""candidate_past_declared"", ""candidate_past_vertices_known"", ""candidate_past_down_closed"", ""support_cut_is_hasse_frontier"", ""support_reaches_carrier"", ""bdg_local_gate"", ""ledger_local_gate"", ""orientation_closure_gate""]",[],"[{""detail"": ""certified=True"", ""gate"": ""motif_certified_flag"", ""passed"": true}, {""detail"": ""carrier=[2]"", ""gate"": ""known_carrier_vertices"", ""passed"": true}, {""detail"": ""support_cut=[1]"", ""gate"": ""known_support_vertices"", ""passed"": true}, {""detail"": ""declared=[1] supplied=[1]"", ""gate"": ""support_cut_matches_declared"", ""passed"": true}, {""detail"": ""kind=alternative"", ""gate"": ""empty_support_allowed"", ""passed"": true}, {""detail"": ""metadata.candidate_past present"", ""gate"": ""candidate_past_declared"", ""passed"": true}, {""detail"": ""candidate_past=[0, 1]"", ""gate"": ""candidate_past_vertices_known"", ""passed"": true}, {""detail"": ""size=2"", ""gate"": ""candidate_past_down_closed"", ""passed"": true}, {""detail"": ""frontier=[1] supplied=[1]"", ""gate"": ""support_cut_is_hasse_frontier"", ""passed"": true}, {""detail"": ""bad_pairs=[]"", ""gate"": ""support_reaches_carrier"", ""passed"": true}, {""detail"": ""bdg_local_ok=True"", ""gate"": ""bdg_local_gate"", ""passed"": true}, {""detail"": ""ledger_local_ok=True"", ""gate"": ""ledger_local_gate"", ""passed"": true}, {""detail"": ""orientation_closure_ok=True"", ""gate"": ""orientation_closure_gate"", ""passed"": true}]",20
