site,component_id,candidates,selected,rejected,stalemate,reason,selector_mode,selector_tie_policy
20,10,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
20,11,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
20,12,"[""renewal_16""]","[""renewal_16""]",[],False,singleton_component_selected,greedy,lexicographic
20,13,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
20,14,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
20,15,"[""renewal_19""]","[""renewal_19""]",[],False,singleton_component_selected,greedy,lexicographic
20,16,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
20,17,"[""renewal_20""]","[""renewal_20""]",[],False,singleton_component_selected,greedy,lexicographic
20,18,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
20,19,"[""renewal_4""]","[""renewal_4""]",[],False,singleton_component_selected,greedy,lexicographic
20,20,"[""renewal_5""]","[""renewal_5""]",[],False,singleton_component_selected,greedy,lexicographic
20,21,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
20,22,"[""renewal_7""]","[""renewal_7""]",[],False,singleton_component_selected,greedy,lexicographic
20,23,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
20,24,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
21,0,"[""choice_A_1"", ""choice_B_1""]","[""choice_A_1""]","[""choice_B_1""]",False,greedy_compatible_subset_selected,greedy,lexicographic
21,1,"[""choice_A_14"", ""choice_B_14""]","[""choice_A_14""]","[""choice_B_14""]",False,greedy_compatible_subset_selected,greedy,lexicographic
21,2,"[""choice_A_19"", ""choice_B_19""]","[""choice_A_19""]","[""choice_B_19""]",False,greedy_compatible_subset_selected,greedy,lexicographic
21,3,"[""choice_A_2"", ""choice_B_2""]","[""choice_A_2""]","[""choice_B_2""]",False,greedy_compatible_subset_selected,greedy,lexicographic
21,4,"[""choice_A_21"", ""choice_B_21""]","[""choice_A_21""]","[""choice_B_21""]",False,greedy_compatible_subset_selected,greedy,lexicographic
21,5,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
21,6,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
21,7,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
21,8,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
21,9,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
21,10,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
21,11,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
21,12,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
21,13,"[""renewal_16""]","[""renewal_16""]",[],False,singleton_component_selected,greedy,lexicographic
21,14,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
21,15,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
21,16,"[""renewal_19""]","[""renewal_19""]",[],False,singleton_component_selected,greedy,lexicographic
21,17,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
21,18,"[""renewal_20""]","[""renewal_20""]",[],False,singleton_component_selected,greedy,lexicographic
21,19,"[""renewal_21""]","[""renewal_21""]",[],False,singleton_component_selected,greedy,lexicographic
21,20,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
21,21,"[""renewal_4""]","[""renewal_4""]",[],False,singleton_component_selected,greedy,lexicographic
21,22,"[""renewal_5""]","[""renewal_5""]",[],False,singleton_component_selected,greedy,lexicographic
21,23,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
21,24,"[""renewal_7""]","[""renewal_7""]",[],False,singleton_component_selected,greedy,lexicographic
21,25,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
21,26,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
22,0,"[""choice_A_1"", ""choice_B_1""]","[""choice_A_1""]","[""choice_B_1""]",False,greedy_compatible_subset_selected,greedy,lexicographic
22,1,"[""choice_A_14"", ""choice_B_14""]","[""choice_A_14""]","[""choice_B_14""]",False,greedy_compatible_subset_selected,greedy,lexicographic
22,2,"[""choice_A_19"", ""choice_B_19""]","[""choice_A_19""]","[""choice_B_19""]",False,greedy_compatible_subset_selected,greedy,lexicographic
22,3,"[""choice_A_2"", ""choice_B_2""]","[""choice_A_2""]","[""choice_B_2""]",False,greedy_compatible_subset_selected,greedy,lexicographic
22,4,"[""choice_A_21"", ""choice_B_21""]","[""choice_A_21""]","[""choice_B_21""]",False,greedy_compatible_subset_selected,greedy,lexicographic
22,5,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
22,6,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
22,7,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
22,8,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
22,9,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
22,10,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
22,11,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
22,12,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
22,13,"[""renewal_16""]","[""renewal_16""]",[],False,singleton_component_selected,greedy,lexicographic
22,14,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
22,15,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
22,16,"[""renewal_19""]","[""renewal_19""]",[],False,singleton_component_selected,greedy,lexicographic
22,17,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
22,18,"[""renewal_20""]","[""renewal_20""]",[],False,singleton_component_selected,greedy,lexicographic
22,19,"[""renewal_21""]","[""renewal_21""]",[],False,singleton_component_selected,greedy,lexicographic
22,20,"[""renewal_22""]","[""renewal_22""]",[],False,singleton_component_selected,greedy,lexicographic
22,21,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
22,22,"[""renewal_4""]","[""renewal_4""]",[],False,singleton_component_selected,greedy,lexicographic
22,23,"[""renewal_5""]","[""renewal_5""]",[],False,singleton_component_selected,greedy,lexicographic
22,24,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
22,25,"[""renewal_7""]","[""renewal_7""]",[],False,singleton_component_selected,greedy,lexicographic
22,26,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
22,27,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
23,0,"[""choice_A_1"", ""choice_B_1""]","[""choice_A_1""]","[""choice_B_1""]",False,greedy_compatible_subset_selected,greedy,lexicographic
23,1,"[""choice_A_14"", ""choice_B_14""]","[""choice_A_14""]","[""choice_B_14""]",False,greedy_compatible_subset_selected,greedy,lexicographic
23,2,"[""choice_A_19"", ""choice_B_19""]","[""choice_A_19""]","[""choice_B_19""]",False,greedy_compatible_subset_selected,greedy,lexicographic
23,3,"[""choice_A_2"", ""choice_B_2""]","[""choice_A_2""]","[""choice_B_2""]",False,greedy_compatible_subset_selected,greedy,lexicographic
23,4,"[""choice_A_21"", ""choice_B_21""]","[""choice_A_21""]","[""choice_B_21""]",False,greedy_compatible_subset_selected,greedy,lexicographic
23,5,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
23,6,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
23,7,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
23,8,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
23,9,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
23,10,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
23,11,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
23,12,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
23,13,"[""renewal_16""]","[""renewal_16""]",[],False,singleton_component_selected,greedy,lexicographic
23,14,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
23,15,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
23,16,"[""renewal_19""]","[""renewal_19""]",[],False,singleton_component_selected,greedy,lexicographic
23,17,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
23,18,"[""renewal_20""]","[""renewal_20""]",[],False,singleton_component_selected,greedy,lexicographic
23,19,"[""renewal_21""]","[""renewal_21""]",[],False,singleton_component_selected,greedy,lexicographic
23,20,"[""renewal_22""]","[""renewal_22""]",[],False,singleton_component_selected,greedy,lexicographic
23,21,"[""renewal_23""]","[""renewal_23""]",[],False,singleton_component_selected,greedy,lexicographic
23,22,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
23,23,"[""renewal_4""]","[""renewal_4""]",[],False,singleton_component_selected,greedy,lexicographic
23,24,"[""renewal_5""]","[""renewal_5""]",[],False,singleton_component_selected,greedy,lexicographic
23,25,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
23,26,"[""renewal_7""]","[""renewal_7""]",[],False,singleton_component_selected,greedy,lexicographic
23,27,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
23,28,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
24,0,"[""choice_A_1"", ""choice_B_1""]","[""choice_A_1""]","[""choice_B_1""]",False,greedy_compatible_subset_selected,greedy,lexicographic
24,1,"[""choice_A_14"", ""choice_B_14""]","[""choice_A_14""]","[""choice_B_14""]",False,greedy_compatible_subset_selected,greedy,lexicographic
24,2,"[""choice_A_19"", ""choice_B_19""]","[""choice_A_19""]","[""choice_B_19""]",False,greedy_compatible_subset_selected,greedy,lexicographic
24,3,"[""choice_A_2"", ""choice_B_2""]","[""choice_A_2""]","[""choice_B_2""]",False,greedy_compatible_subset_selected,greedy,lexicographic
24,4,"[""choice_A_21"", ""choice_B_21""]","[""choice_A_21""]","[""choice_B_21""]",False,greedy_compatible_subset_selected,greedy,lexicographic
24,5,"[""genesis_seed""]","[""genesis_seed""]",[],False,singleton_component_selected,greedy,lexicographic
24,6,"[""renewal_1""]","[""renewal_1""]",[],False,singleton_component_selected,greedy,lexicographic
24,7,"[""renewal_10""]","[""renewal_10""]",[],False,singleton_component_selected,greedy,lexicographic
24,8,"[""renewal_11""]","[""renewal_11""]",[],False,singleton_component_selected,greedy,lexicographic
24,9,"[""renewal_12""]","[""renewal_12""]",[],False,singleton_component_selected,greedy,lexicographic
24,10,"[""renewal_13""]","[""renewal_13""]",[],False,singleton_component_selected,greedy,lexicographic
24,11,"[""renewal_14""]","[""renewal_14""]",[],False,singleton_component_selected,greedy,lexicographic
24,12,"[""renewal_15""]","[""renewal_15""]",[],False,singleton_component_selected,greedy,lexicographic
24,13,"[""renewal_16""]","[""renewal_16""]",[],False,singleton_component_selected,greedy,lexicographic
24,14,"[""renewal_17""]","[""renewal_17""]",[],False,singleton_component_selected,greedy,lexicographic
24,15,"[""renewal_18""]","[""renewal_18""]",[],False,singleton_component_selected,greedy,lexicographic
24,16,"[""renewal_19""]","[""renewal_19""]",[],False,singleton_component_selected,greedy,lexicographic
24,17,"[""renewal_2""]","[""renewal_2""]",[],False,singleton_component_selected,greedy,lexicographic
24,18,"[""renewal_20""]","[""renewal_20""]",[],False,singleton_component_selected,greedy,lexicographic
24,19,"[""renewal_21""]","[""renewal_21""]",[],False,singleton_component_selected,greedy,lexicographic
24,20,"[""renewal_22""]","[""renewal_22""]",[],False,singleton_component_selected,greedy,lexicographic
24,21,"[""renewal_23""]","[""renewal_23""]",[],False,singleton_component_selected,greedy,lexicographic
24,22,"[""renewal_24""]","[""renewal_24""]",[],False,singleton_component_selected,greedy,lexicographic
24,23,"[""renewal_3""]","[""renewal_3""]",[],False,singleton_component_selected,greedy,lexicographic
24,24,"[""renewal_4""]","[""renewal_4""]",[],False,singleton_component_selected,greedy,lexicographic
24,25,"[""renewal_5""]","[""renewal_5""]",[],False,singleton_component_selected,greedy,lexicographic
24,26,"[""renewal_6""]","[""renewal_6""]",[],False,singleton_component_selected,greedy,lexicographic
24,27,"[""renewal_7""]","[""renewal_7""]",[],False,singleton_component_selected,greedy,lexicographic
24,28,"[""renewal_8""]","[""renewal_8""]",[],False,singleton_component_selected,greedy,lexicographic
24,29,"[""renewal_9""]","[""renewal_9""]",[],False,singleton_component_selected,greedy,lexicographic
