file,line,kind,name,section_num,section,status,reason,recommended_action
RA_GraphCore.lean,170,lemma,sum_outgoing_decompose,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,184,lemma,sum_incoming_decompose,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,200,theorem,RA_graph_cut_theorem,,preamble,native_core,"graph, DAG, LLC, cut, and flux primitives are directly native under framing discipline",keep in native root
RA_GraphCore.lean,214,theorem,horizon_partition,,preamble,mixed_rewrite,continuum/physical alias layered on graph-cut theorem,move alias to translation layer or rename to cut_partition_alias
RA_GraphCore.lean,224,structure,MarkovBlanket,,preamble,native_candidate_rewrite,"underlying shield/boundary structure is native, but imported Markov-blanket terminology is not yet theoremized in RA-native language",rename to CausalShield/CausalBoundary and add theorem-level closure
RA_GraphCore.lean,235,def,MarkovBlanket.boundary,,preamble,native_candidate_rewrite,"underlying shield/boundary structure is native, but imported Markov-blanket terminology is not yet theoremized in RA-native language",rename to CausalShield/CausalBoundary and add theorem-level closure
RA_O14_Uniqueness.lean,21,def,yeats_moment,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,24,theorem,yeats_r0,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,25,theorem,yeats_r1,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,26,theorem,yeats_r2,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,27,theorem,yeats_r3,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,28,theorem,yeats_r4,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,44,theorem,choose_0_0,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,45,theorem,choose_1_0,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,46,theorem,choose_1_1,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,47,theorem,choose_2_0,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,48,theorem,choose_2_1,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,49,theorem,choose_2_2,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,50,theorem,choose_3_0,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,51,theorem,choose_3_1,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,52,theorem,choose_3_2,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,53,theorem,choose_3_3,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,56,theorem,choose_4_1,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,57,theorem,choose_4_2,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,58,theorem,choose_4_3,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,59,theorem,choose_4_4,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,66,def,r,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,74,theorem,C1_eq,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,77,theorem,C2_eq,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,80,theorem,C3_eq,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,83,theorem,C4_eq,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,86,theorem,bdg_C_vector,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,93,theorem,bdg_action_vector,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,104,theorem,second_order,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,107,theorem,sum_C_zero,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,112,theorem,hockey_stick_d4,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,118,theorem,r_eq_0,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,119,theorem,r_eq_1,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,120,theorem,r_eq_2,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,121,theorem,r_eq_3,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,124,theorem,r_is_yeats_0,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,126,theorem,r_is_yeats_1,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,128,theorem,r_is_yeats_2,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,130,theorem,r_is_yeats_3,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,138,theorem,P_at_zero,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,141,theorem,P_at_one,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,144,theorem,R4_at_one,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,151,theorem,hockey_stick_d2,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,154,theorem,hockey_stick_d6,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,158,theorem,hockey_stick_d8,,preamble,native_core,pure integer arithmetic extracting BDG coefficients from Yeats moments is explicitly allowed by framing discipline,keep in native root
RA_O14_Uniqueness.lean,166,theorem,alpha_inv_137,,preamble,non_native,these declarations target coupling-constant objects forbidden as native mechanisms/targets by the framing discipline,move to translation/archive file
RA_O14_Uniqueness.lean,169,theorem,twelve_squared,,preamble,non_native,these declarations target coupling-constant objects forbidden as native mechanisms/targets by the framing discipline,move to translation/archive file
RA_O14_Uniqueness.lean,172,theorem,screening_seven,,preamble,non_native,these declarations target coupling-constant objects forbidden as native mechanisms/targets by the framing discipline,move to translation/archive file
RA_O14_Uniqueness.lean,179,theorem,alpha_s_weight,,preamble,non_native,these declarations target coupling-constant objects forbidden as native mechanisms/targets by the framing discipline,move to translation/archive file
RA_O14_Uniqueness.lean,194,theorem,yeats_eq_choose_k0,,preamble,native_core,arithmetic identity is native; only the external Lorentzian geometric interpretation remains outside Lean,"keep theorem, downgrade file-level prose to LV+DR composite"
RA_O14_Uniqueness.lean,195,theorem,yeats_eq_choose_k1,,preamble,native_core,arithmetic identity is native; only the external Lorentzian geometric interpretation remains outside Lean,"keep theorem, downgrade file-level prose to LV+DR composite"
RA_O14_Uniqueness.lean,196,theorem,yeats_eq_choose_k2,,preamble,native_core,arithmetic identity is native; only the external Lorentzian geometric interpretation remains outside Lean,"keep theorem, downgrade file-level prose to LV+DR composite"
RA_O14_Uniqueness.lean,197,theorem,yeats_eq_choose_k3,,preamble,native_core,arithmetic identity is native; only the external Lorentzian geometric interpretation remains outside Lean,"keep theorem, downgrade file-level prose to LV+DR composite"
