node_id,node_type,name,domain,papers_field,status,kind,artifact_edge_count,artifact_relations,verification_statuses,source_text_ref_count,source_text_relations,support_tier,gap_class,recommended_action,caveats,next_tasks,source_text_labels,artifact_ids
RA-OPEN-009,issue,RA-native frequency law,kernel,I,open,open_native_target,0,,,2,canonical_tex_projection;textual_reference_or_paper_source,textual_only_needs_artifact_or_caveat,paper_projected_open_or_framing_no_artifact_required_but_track,Keep caveated; prioritize formal/computational source mapping if this is central.,Major foundational open target.,,Paper I — section: The Measurement Problem Dissolved in Native Terms || RA Paper I,
RA-MOTIF-009,issue,Type IV exact-zero motif target,matter,II,open,open_native_target,0,,,1,textual_reference_or_paper_source,textual_only_needs_artifact_or_caveat,paper_projected_open_or_framing_no_artifact_required_but_track,Keep caveated; prioritize formal/computational source mapping if this is central.,Source support remains unidentified. RA_MotifDynamics_Core.lean has been classified as a superseded wrapper and does not supply Type IV exact-zero support.,"Locate Lean/Python/MD source for Type IV exact-zero theorem or archive the claim.; If Type IV support is intended to arise from another current D1-native theorem, specify the exact theorem name.",programme-state notes; source file TBD,
RA-PRED-001,target,Fine-structure inverse target,prediction,II,open,quantitative_prediction_target,1,benchmarks,hybrid_candidate,5,canonical_tex_projection;textual_reference_or_paper_source,candidate_or_phenomenology_support,crosslinked,No immediate action beyond normal review.,Do not treat alpha_EM as a QED running-coupling construct; target is the measured dimensionless interaction strength.,Locate and audit IC30/fine-structure script; identify native inputs.,"IC30/Dyson script not yet audited in v0.4 || Paper I — section: Arithmetic Core, Measured Numbers, and Non-kernel Overlays || Paper I — section: Suite-Level Downstream Targets || Paper II — section: Arithmetic Spine and Nature-Facing Numerical Targets || Paper II — subsection: The measured fine-structure constant as a direct target",ART-PY-RA_RASM_Verification
RA-PRED-002,target,Proton mass scale target,prediction,II,open,quantitative_prediction_target,9,benchmarks;blocked;candidate_support;computes_candidate,blocked_parse_error;hybrid_candidate;native_candidate;user_reported_lake_build_confirmed_no_sorry_updated_lakefile_pending_fresh_log,5,canonical_tex_projection;textual_reference_or_paper_source,candidate_or_phenomenology_support,crosslinked,No immediate action beyond normal review.,Current formulations may import alpha_obs; needs fully native chain.,Audit proton cascade scripts and separate native inputs from measured calibration.,Paper I — section: Suite-Level Downstream Targets || Paper II — section: Arithmetic Spine and Nature-Facing Numerical Targets || Paper II — subsection: Proton-scale cascade as a native numerical programme || Paper II — subsection: Secondary measured targets || proton cascade script/MD TBD,ART-LEAN-RA_D2_HadronMassTriad;ART-PY-D1_BDG_MCMC_simulation;ART-PY-RA_RASM_Verification;ART-PY-d1_BDG_string_tension;ART-PY-mu_derivation;ART-PY-mu_int_derive;ART-PY-n_eff_alternative;ART-PY-n_eff_factorization;ART-PY-n_eff_mc_test
RA-PRED-003,target,Higgs-scale / scalar benchmark target,prediction,II,open,quantitative_prediction_target,0,,,3,canonical_tex_projection;textual_reference_or_paper_source,textual_only_needs_artifact_or_caveat,paper_projected_open_or_framing_no_artifact_required_but_track,Keep caveated; prioritize formal/computational source mapping if this is central.,Do not frame as deriving the Standard Model Higgs field; target is the measured resonance/scale.,Locate supporting derivation or demote/archive.,Paper I — section: Suite-Level Downstream Targets || Paper II — subsection: Secondary measured targets || source TBD,
RA-PRED-004,target,f0 path-weight comparison target,prediction,II;III,derived_component_with_open_empirical_mapping,comparative_benchmark,8,benchmarks;candidate_support;computational_source;computes_candidate,hybrid_candidate;native_candidate;uploaded_unverified_exploratory;uploaded_verified,2,canonical_tex_projection,candidate_or_phenomenology_support,crosslinked,No immediate action beyond normal review.,"The qcd_running step is comparative cartography, not native proof.",Derive f0-like observable directly from RA path weights and measured Nature quantities without QCD-running ontology.,Paper I — section: Suite-Level Downstream Targets || Paper II — subsection: BDG path-weight ratio,ART-0017;ART-0020;ART-PY-d3_alpha_s_BDG;ART-PY-d3_alpha_s_proof;ART-PY-d3i_complete;ART-PY-f0_enumeration;ART-PY-qcd_running_proof;ART-PY-vwyler_proof
RA-PRED-005,target,Local Hubble/environment target,prediction,III,open,phenomenological_target,15,benchmarks;candidate_support;computes_candidate;generated_output_for;needs_runtime_hardening,native_candidate;phenomenology;uploaded_unverified_exploratory,4,canonical_tex_projection,candidate_or_phenomenology_support,crosslinked,No immediate action beyond normal review.,Current scripts are exploratory phenomenology and need native source-law closure.,Audit cosmology scripts and define RA-native expansion estimator.,"Paper I — section: Suite-Level Downstream Targets || Paper III — section: Expansion, Inhomogeneity, and the Cosmological-Constant Question || Paper III — subsection: Environment-sensitive expansion as a native target || Paper III — subsection: Immediate observational targets",ART-0021;ART-0022;ART-0023;ART-DATA-endpoint_ap_table;ART-DATA-sensitivity_matrix;ART-DATA-toy_model_bracket_table;ART-PY-antichain_drift;ART-PY-d2_two_phases;ART-PY-hard_wall_4_summary;ART-PY-ra_dark_energy;ART-PY-ra_desi_verify;ART-PY-ra_structure_formation;ART-PY-ra_verify_heraclitus;ART-PY-t1_forecast_deliverables;ART-PY-t1_forecast_deliverables_v2
RA-PRED-006,target,Rotation-curve / lensing source-law target,prediction,III,open,phenomenological_target,5,benchmarks;candidate_support,phenomenology;uploaded_unverified_exploratory,7,canonical_tex_projection,candidate_or_phenomenology_support,crosslinked,No immediate action beyond normal review.,Needs coefficient-level native source law.,Separate toy fits from native source-law derivation.,Paper I — section: Suite-Level Downstream Targets || Paper III — section: Sparse-Regime Response: Orbital Profiles and Lensing || Paper III — subsection: Antichain drift as a sparse-growth statistic || Paper III — subsection: Historical source depth and lensing offset || Paper III — subsection: Large-radius orbital response || Paper III — subsection: Sparse-regime topology transition || Paper III — subsection: Weak-equivalence tracking,ART-0013;ART-0024;ART-PY-bullet_cluster;ART-PY-ra_flat_rotation_curve;ART-PY-ra_structure_formation
RA-PRED-007,target,Axis-of-Evil / low-l alignment target,prediction,III,open,phenomenological_target,3,candidate_support,native_candidate;phenomenology;uploaded_unverified_exploratory,3,canonical_tex_projection,candidate_or_phenomenology_support,crosslinked,No immediate action beyond normal review.,Exploratory; requires native multipole map.,Define RA boundary-orientation observable and map to low-l sky statistics.,"Paper I — section: Suite-Level Downstream Targets || Paper III — section: Nucleation, Rotating Boundaries, and Low- l Anomalies || Paper III — subsection: Rotating-boundary fit kernels",ART-0016;ART-PY-branching_volume;ART-PY-daughter_universe
RA-NONTARGET-001,framing,Born rule as non-target,framing,I;IV,negative_scope_or_translation_policy,negative_scope_or_translation_policy,0,,,0,,unprojected_or_unlinked,not_in_paper_crosswalk_and_no_artifact_edge,Review whether node is still active; likely framing/context node or registry hygiene item.,Need RA-native frequency law.,,,
RA-NONTARGET-002,framing,QCD running as non-mechanism,framing,II,negative_scope_or_translation_policy,negative_scope_or_translation_policy,1,candidate_support,uploaded_unverified_exploratory,0,,candidate_or_phenomenology_support,source_backed_no_canonical_text_projection,Add/confirm canonical TeX RAKB projection comment or demote source edge if intentionally omitted.,Do not use as active native proof.,,,ART-0020
RA-NONTARGET-003,framing,Metric field as non-primitive,framing,I;III,negative_scope_or_translation_policy,negative_scope_or_translation_policy,0,,,1,textual_reference_or_paper_source,textual_only_needs_artifact_or_caveat,paper_projected_open_or_framing_no_artifact_required_but_track,Keep caveated; prioritize formal/computational source mapping if this is central.,Effective metric translations may be downstream.,,RA Paper III,
