path,lineno,category,term,pattern,context
src/RA_AQFT/berry_gauge.py,229,ra_native,BDG,\bBDG\b,The BDG coefficient differences are:
src/RA_AQFT/berry_gauge.py,308,ra_native,BDG,\bBDG\b,The BDG sector structure produces:
src/RA_AQFT/berry_gauge.py,315,ra_native,BDG,\bBDG\b,The BDG depth structure from GS02:
src/RA_AQFT/berry_gauge.py,347,ra_native,BDG,\bBDG\b,(which have deep BDG structure) are confined while leptons
src/RA_AQFT/berry_gauge.py,7,ra_native,motif,motif,"coefficient DIFFERENCES c_{k+1} - c_k, not on the motif profile."
src/RA_AQFT/berry_gauge.py,18,ra_native,motif,motif,This means: ALL 3-sector motifs have the SAME phase kicks.
src/RA_AQFT/berry_gauge.py,19,ra_native,motif,motif,ALL 4-sector motifs have the SAME phase kicks.
src/RA_AQFT/berry_gauge.py,49,ra_native,motif,motif,This is INDEPENDENT of the motif profile N.
src/RA_AQFT/berry_gauge.py,250,ra_native,motif,motif,For 3-sector motifs (which SKIP depth 3): the kicks are
src/RA_AQFT/berry_gauge.py,254,ra_native,motif,motif,For 4-sector motifs (which INCLUDE depth 3): the kicks are
src/RA_AQFT/berry_gauge.py,323,ra_native,motif,motif,A motif's SECTOR COUNT determines its GAUGE INTERACTION:
src/RA_AQFT/berry_gauge.py,324,ra_native,motif,motif,- 2-sector motifs interact via SU(2) (weak force)
src/RA_AQFT/berry_gauge.py,325,ra_native,motif,motif,- 3-sector motifs interact via SU(3) (strong force)
src/RA_AQFT/berry_gauge.py,335,ra_native,motif,motif,3-sector motifs (which skip depth 3) have MILD phase kicks
src/RA_AQFT/berry_gauge.py,336,ra_native,motif,motif,4-sector motifs (which include depth 3) have STRONG phase kicks
src/RA_AQFT/berry_gauge.py,340,ra_native,Motif,motif,Motifs that access depth 3 are subject to the strongest
src/RA_AQFT/berry_gauge.py,344,ra_native,Motif,motif,Motifs with admissible depth-3 sectors (4-sector motifs) are
src/RA_AQFT/berry_gauge.py,344,ra_native,motif,motif,Motifs with admissible depth-3 sectors (4-sector motifs) are
src/RA_AQFT/berry_gauge.py,361,ra_native,motif,motif,"- What determines whether a motif is 2-sector, 3-sector, or 4-sector?"
src/RA_AQFT/berry_gauge.py,359,standard_qft_sm_bridge,α_s,α_s,- Does the exact eigenphase ratio match α_s/α_EM?
src/RA_AQFT/berry_gauge.py,305,standard_qft_sm_bridge,STANDARD MODEL,Standard Model,7. THE STANDARD MODEL GAUGE GROUP QUESTION
src/RA_AQFT/berry_gauge.py,313,standard_qft_sm_bridge,Standard Model,Standard Model,The Standard Model gauge group is SU(3) × SU(2) × U(1).
src/RA_AQFT/berry_gauge.py,175,standard_qft_sm_bridge,SM,\bSM\b,│ Sectors    │ Group        │ Eigenphases (rad) │ SM match?    │
src/RA_AQFT/berry_gauge.py,300,standard_qft_sm_bridge,SM,\bSM\b,# 7. THE SM GAUGE GROUP QUESTION
src/RA_AQFT/berry_gauge.py,355,standard_qft_sm_bridge,SM,\bSM\b,5. The holonomy hierarchy matches the SM coupling hierarchy:
src/RA_AQFT/berry_gauge.py,120,standard_qft_sm_bridge,SU(3),\bSU\(3\),"# ── 3-SECTOR: depths 1, 2, 4 → SU(3) ──"
src/RA_AQFT/berry_gauge.py,122,standard_qft_sm_bridge,SU(3),\bSU\(3\),"print(f""\n  ═══ 3-SECTOR (depths 1, 2, 4) → SU(3) ═══"")"
src/RA_AQFT/berry_gauge.py,140,standard_qft_sm_bridge,SU(3),\bSU\(3\),"print(f""  Holonomy group: SU(3)"")"
src/RA_AQFT/berry_gauge.py,178,standard_qft_sm_bridge,SU(3),\bSU\(3\),"│ 3 (d=1,2,4)│ SU(3)       │ 0, ±{abs(phases3[0]):.4f}       │ Color SU(3)? │"
src/RA_AQFT/berry_gauge.py,178,standard_qft_sm_bridge,SU(3),\bSU\(3\),"│ 3 (d=1,2,4)│ SU(3)       │ 0, ±{abs(phases3[0]):.4f}       │ Color SU(3)? │"
src/RA_AQFT/berry_gauge.py,184,standard_qft_sm_bridge,SU(3),\bSU\(3\),# 4. SUBGROUP STRUCTURE: IS SU(2) ⊂ SU(3) ⊂ SU(4)?
src/RA_AQFT/berry_gauge.py,310,standard_qft_sm_bridge,SU(3),\bSU\(3\),3 sectors → SU(3) Wilson loop
src/RA_AQFT/berry_gauge.py,313,standard_qft_sm_bridge,SU(3),\bSU\(3\),The Standard Model gauge group is SU(3) × SU(2) × U(1).
src/RA_AQFT/berry_gauge.py,318,standard_qft_sm_bridge,SU(3),\bSU\(3\),"depth 3 (c₃=-16): confined/SU(3) (negative c, heavily penalized)"
src/RA_AQFT/berry_gauge.py,319,standard_qft_sm_bridge,SU(3),\bSU\(3\),depth 4 (c₄=+8):  native SU(3) (positive c → isotropic)
src/RA_AQFT/berry_gauge.py,325,standard_qft_sm_bridge,SU(3),\bSU\(3\),- 3-sector motifs interact via SU(3) (strong force)
src/RA_AQFT/berry_gauge.py,356,standard_qft_sm_bridge,SU(3),\bSU\(3\),"weak (SU(2), small kicks) < EM < strong (SU(3)/SU(4), large kicks)"
src/RA_AQFT/berry_gauge.py,360,standard_qft_sm_bridge,SU(3),\bSU\(3\),- Is the 4-sector holonomy SU(4) or does it decompose into SU(3)×U(1)?
src/RA_AQFT/berry_gauge.py,97,standard_qft_sm_bridge,SU(2),\bSU\(2\),"# ── 2-SECTOR: depths 2, 4 → SU(2) ──"
src/RA_AQFT/berry_gauge.py,99,standard_qft_sm_bridge,SU(2),\bSU\(2\),"print(f""\n  ═══ 2-SECTOR (depths 2, 4) → SU(2) ═══"")"
src/RA_AQFT/berry_gauge.py,117,standard_qft_sm_bridge,SU(2),\bSU\(2\),"print(f""  Holonomy group: SU(2)"")"
src/RA_AQFT/berry_gauge.py,177,standard_qft_sm_bridge,SU(2),\bSU\(2\),"│ 2 (d=2,4) │ SU(2)        │ ±{abs(phases2[0]):.4f}           │ Weak SU(2)?  │"
src/RA_AQFT/berry_gauge.py,177,standard_qft_sm_bridge,SU(2),\bSU\(2\),"│ 2 (d=2,4) │ SU(2)        │ ±{abs(phases2[0]):.4f}           │ Weak SU(2)?  │"
src/RA_AQFT/berry_gauge.py,184,standard_qft_sm_bridge,SU(2),\bSU\(2\),# 4. SUBGROUP STRUCTURE: IS SU(2) ⊂ SU(3) ⊂ SU(4)?
src/RA_AQFT/berry_gauge.py,309,standard_qft_sm_bridge,SU(2),\bSU\(2\),2 sectors → SU(2) Wilson loop
src/RA_AQFT/berry_gauge.py,313,standard_qft_sm_bridge,SU(2),\bSU\(2\),The Standard Model gauge group is SU(3) × SU(2) × U(1).
src/RA_AQFT/berry_gauge.py,316,standard_qft_sm_bridge,SU(2),\bSU\(2\),depth 1 (c₁=-1):  SU(2)×U(1) gauge structure (negative c → anisotropic)
src/RA_AQFT/berry_gauge.py,324,standard_qft_sm_bridge,SU(2),\bSU\(2\),- 2-sector motifs interact via SU(2) (weak force)
src/RA_AQFT/berry_gauge.py,356,standard_qft_sm_bridge,SU(2),\bSU\(2\),"weak (SU(2), small kicks) < EM < strong (SU(3)/SU(4), large kicks)"
src/RA_AQFT/berry_gauge.py,313,standard_qft_sm_bridge,U(1),\bU\(1\),The Standard Model gauge group is SU(3) × SU(2) × U(1).
src/RA_AQFT/berry_gauge.py,316,standard_qft_sm_bridge,U(1),\bU\(1\),depth 1 (c₁=-1):  SU(2)×U(1) gauge structure (negative c → anisotropic)
src/RA_AQFT/berry_gauge.py,317,standard_qft_sm_bridge,U(1),\bU\(1\),depth 2 (c₂=+9):  scalar/U(1) remnant (positive c → isotropic)
src/RA_AQFT/berry_gauge.py,326,standard_qft_sm_bridge,U(1),\bU\(1\),- The U(1) factor comes from the overall phase (det=1 constraint)
src/RA_AQFT/berry_gauge.py,360,standard_qft_sm_bridge,U(1),\bU\(1\),- Is the 4-sector holonomy SU(4) or does it decompose into SU(3)×U(1)?
src/RA_AQFT/berry_gauge.py,2,standard_qft_sm_bridge,Gauge,gauge,Sector Count → Gauge Group Hierarchy
src/RA_AQFT/berry_gauge.py,31,standard_qft_sm_bridge,GAUGE,gauge,"print(""SECTOR COUNT → GAUGE GROUP HIERARCHY"")"
src/RA_AQFT/berry_gauge.py,171,standard_qft_sm_bridge,GAUGE,gauge,"print(f""\n\n3. GAUGE HIERARCHY COMPARISON"")"
src/RA_AQFT/berry_gauge.py,300,standard_qft_sm_bridge,GAUGE,gauge,# 7. THE SM GAUGE GROUP QUESTION
src/RA_AQFT/berry_gauge.py,305,standard_qft_sm_bridge,GAUGE,gauge,7. THE STANDARD MODEL GAUGE GROUP QUESTION
src/RA_AQFT/berry_gauge.py,313,standard_qft_sm_bridge,gauge,gauge,The Standard Model gauge group is SU(3) × SU(2) × U(1).
src/RA_AQFT/berry_gauge.py,316,standard_qft_sm_bridge,gauge,gauge,depth 1 (c₁=-1):  SU(2)×U(1) gauge structure (negative c → anisotropic)
src/RA_AQFT/berry_gauge.py,323,standard_qft_sm_bridge,GAUGE,gauge,A motif's SECTOR COUNT determines its GAUGE INTERACTION:
src/RA_AQFT/berry_gauge.py,341,standard_qft_sm_bridge,gauge,gauge,noncommutative holonomy — the strongest gauge coupling.
src/RA_AQFT/berry_gauge.py,345,standard_qft_sm_bridge,gauge,gauge,"subject to the strongest Berry holonomy, which in the gauge"
src/RA_AQFT/berry_gauge.py,346,standard_qft_sm_bridge,gauge,gauge,picture is the strongest gauge coupling. This is why quarks
src/RA_AQFT/berry_gauge.py,20,standard_qft_sm_bridge,Berry phase,Berry phase,The Berry phase depends only on SECTOR COUNT and DENSITY.
src/RA_AQFT/berry_gauge.py,346,standard_qft_sm_bridge,quark,quark,picture is the strongest gauge coupling. This is why quarks
src/RA_AQFT/berry_gauge.py,347,standard_qft_sm_bridge,lepton,lepton,(which have deep BDG structure) are confined while leptons
src/RA_AQFT/berry_gauge.py,359,empirical_or_physical_constants,α,α,- Does the exact eigenphase ratio match α_s/α_EM?
src/RA_AQFT/berry_gauge.py,359,empirical_or_physical_constants,α,α,- Does the exact eigenphase ratio match α_s/α_EM?
src/RA_AQFT/berry_gauge.py,28,empirical_or_physical_constants,c =,\bc\s*=,"c = c_bdg[1:]  # coefficients for depths 1-4: [-1, 9, -16, 8]"
src/RA_AQFT/berry_gauge.py,111,empirical_or_physical_constants,ev,eV,evs2 = np.linalg.eigvals(W2)
src/RA_AQFT/berry_gauge.py,112,empirical_or_physical_constants,ev,eV,phases2 = sorted([cmath.phase(e) for e in evs2])
src/RA_AQFT/berry_gauge.py,134,empirical_or_physical_constants,ev,eV,evs3 = np.linalg.eigvals(W3)
src/RA_AQFT/berry_gauge.py,135,empirical_or_physical_constants,ev,eV,phases3 = sorted([cmath.phase(e) for e in evs3])
src/RA_AQFT/berry_gauge.py,158,empirical_or_physical_constants,ev,eV,evs4 = np.linalg.eigvals(W4)
src/RA_AQFT/berry_gauge.py,159,empirical_or_physical_constants,ev,eV,phases4 = sorted([cmath.phase(e) for e in evs4])
src/RA_AQFT/berry_gauge.py,293,empirical_or_physical_constants,ev,eV,evs4t = sorted([cmath.phase(e) for e in np.linalg.eigvals(W4t)])
src/RA_AQFT/berry_gauge.py,294,empirical_or_physical_constants,ev,eV,phi4_max = evs4t[-1]
src/RA_AQFT/berry_gauge.py,295,empirical_or_physical_constants,ev,eV,phi4_2nd = evs4t[-2] if len(evs4t) > 1 else 0
src/RA_AQFT/berry_gauge.py,295,empirical_or_physical_constants,ev,eV,phi4_2nd = evs4t[-2] if len(evs4t) > 1 else 0
src/RA_AQFT/berry_theorems.py,214,ra_native,potentia,potentia,the potentia is controlled by the incidence structure of
src/RA_AQFT/berry_theorems.py,466,ra_native,motif,motif,3-sector motif — and its geometry is already SU(3).
src/RA_AQFT/berry_theorems.py,466,standard_qft_sm_bridge,SU(3),\bSU\(3\),3-sector motif — and its geometry is already SU(3).
src/RA_AQFT/berry_theorems.py,228,standard_qft_sm_bridge,SU(2),\bSU\(2\),share the same SU(2) axis). But the Wilson loop has nonzero
src/RA_AQFT/berry_theorems.py,284,standard_qft_sm_bridge,Berry phase,Berry phase,"# This means: 2-sector Berry phase = total rotation, not geometric"
src/RA_AQFT/berry_theorems.py,317,standard_qft_sm_bridge,Berry phase,Berry phase,"This means the 2-sector ""Berry phase"" is actually a DYNAMICAL"
src/RA_AQFT/berry_theorems.py,321,standard_qft_sm_bridge,Berry phase,Berry phase,The 2-sector system does NOT have genuine Berry phase.
src/RA_AQFT/berry_theorems.py,323,standard_qft_sm_bridge,Berry phase,Berry phase,"Berry phase, because only they have NONCOMMUTING transfers."
src/RA_AQFT/berry_theorems.py,326,standard_qft_sm_bridge,Berry phase,Berry phase,2 sectors: NO Berry phase (commuting transfers → flat → dynamical only)
src/RA_AQFT/berry_theorems.py,327,standard_qft_sm_bridge,Berry phase,Berry phase,3 sectors: YES Berry phase (noncommuting → curvature → geometric)
src/RA_AQFT/berry_theorems.py,328,standard_qft_sm_bridge,Berry phase,Berry phase,4 sectors: YES Berry phase (strongest curvature via depth 3)
src/RA_AQFT/berry_theorems.py,440,standard_qft_sm_bridge,Berry phase,Berry phase,2-sector systems have NO genuine Berry phase.
src/RA_AQFT/berry_theorems.py,456,standard_qft_sm_bridge,Berry phase,Berry phase,"3 sectors: CURVED (first noncommuting transfers, genuine Berry phase)"
src/RA_AQFT/berry_theorems.py,460,standard_qft_sm_bridge,Berry phase,Berry phase,Berry phase in RA is not a universal property of all sector
src/RA_AQFT/berry_theorems.py,46,gr_cosmology_bridge,metric,metric,"|+,even⟩ = (|1⟩+|3⟩)/√2    (sectors 1,3 symmetric)"
src/RA_AQFT/berry_theorems.py,47,gr_cosmology_bridge,metric,metric,"|−,even⟩ = (|1⟩−|3⟩)/√2    (sectors 1,3 antisymmetric)"
src/RA_AQFT/berry_theorems.py,48,gr_cosmology_bridge,metric,metric,"|+,odd⟩  = (|2⟩+|4⟩)/√2    (sectors 2,4 symmetric)"
src/RA_AQFT/berry_theorems.py,49,gr_cosmology_bridge,metric,metric,"|−,odd⟩  = (|2⟩−|4⟩)/√2    (sectors 2,4 antisymmetric)"
src/RA_AQFT/berry_theorems.py,284,gr_cosmology_bridge,metric,metric,"# This means: 2-sector Berry phase = total rotation, not geometric"
src/RA_AQFT/berry_theorems.py,314,gr_cosmology_bridge,metric,metric,"- This is a TOTAL ROTATION, not a geometric phase"
src/RA_AQFT/berry_theorems.py,319,gr_cosmology_bridge,metric,metric,"from individual transfers, not a geometric residue."
src/RA_AQFT/berry_theorems.py,327,gr_cosmology_bridge,metric,metric,3 sectors: YES Berry phase (noncommuting → curvature → geometric)
src/RA_AQFT/berry_theorems.py,439,gr_cosmology_bridge,metric,metric,"This is a total rotation (dynamical), not a geometric phase."
src/RA_AQFT/berry_theorems.py,465,gr_cosmology_bridge,metric,metric,The minimal system with genuine geometric phase is the
src/RA_AQFT/berry_theorems.py,283,empirical_or_physical_constants,α,α,"# - The phase is α_A × n_A + α_B × n_B where n_A, n_B are counts"
src/RA_AQFT/berry_theorems.py,283,empirical_or_physical_constants,α,α,"# - The phase is α_A × n_A + α_B × n_B where n_A, n_B are counts"
src/RA_AQFT/berry_theorems.py,286,empirical_or_physical_constants,α,α,"# Let's verify: φ(nA, nB) = nA × α_A + nB × α_B"
src/RA_AQFT/berry_theorems.py,286,empirical_or_physical_constants,α,α,"# Let's verify: φ(nA, nB) = nA × α_A + nB × α_B"
src/RA_AQFT/berry_theorems.py,293,empirical_or_physical_constants,α,α,"print(f""    α_A = {alpha_A:.6f} rad (depth 2→4 rotation)"")"
src/RA_AQFT/berry_theorems.py,294,empirical_or_physical_constants,α,α,"print(f""    α_B = {alpha_B:.6f} rad (depth 4→2 rotation)"")"
src/RA_AQFT/berry_theorems.py,295,empirical_or_physical_constants,α,α,"print(f""    α_A + α_B = {alpha_A + alpha_B:.6f}"")"
src/RA_AQFT/berry_theorems.py,295,empirical_or_physical_constants,α,α,"print(f""    α_A + α_B = {alpha_A + alpha_B:.6f}"")"
src/RA_AQFT/berry_theorems.py,299,empirical_or_physical_constants,α,α,# Verify for AABB: should be 2α_A + 2α_B = 2(α_A + α_B) = 2φ_AB
src/RA_AQFT/berry_theorems.py,299,empirical_or_physical_constants,α,α,# Verify for AABB: should be 2α_A + 2α_B = 2(α_A + α_B) = 2φ_AB
src/RA_AQFT/berry_theorems.py,299,empirical_or_physical_constants,α,α,# Verify for AABB: should be 2α_A + 2α_B = 2(α_A + α_B) = 2φ_AB
src/RA_AQFT/berry_theorems.py,299,empirical_or_physical_constants,α,α,# Verify for AABB: should be 2α_A + 2α_B = 2(α_A + α_B) = 2φ_AB
src/RA_AQFT/berry_theorems.py,303,empirical_or_physical_constants,α,α,"print(f""\n  Predicted AABB: 2(α_A+α_B) = {predicted_AABB:.6f} → wrapped: {predicted_AABB_wrapped:.6f}"")"
src/RA_AQFT/berry_theorems.py,303,empirical_or_physical_constants,α,α,"print(f""\n  Predicted AABB: 2(α_A+α_B) = {predicted_AABB:.6f} → wrapped: {predicted_AABB_wrapped:.6f}"")"
src/RA_AQFT/berry_theorems.py,313,empirical_or_physical_constants,α,α,- The holonomy is φ = n_A × α_A + n_B × α_B
src/RA_AQFT/berry_theorems.py,313,empirical_or_physical_constants,α,α,- The holonomy is φ = n_A × α_A + n_B × α_B
src/RA_AQFT/berry_theorems.py,438,empirical_or_physical_constants,α,α,φ = α_A + α_B
src/RA_AQFT/berry_theorems.py,438,empirical_or_physical_constants,α,α,φ = α_A + α_B
src/RA_AQFT/berry_theorems.py,16,empirical_or_physical_constants,c =,\bc\s*=,"c = np.array([-1, 9, -16, 8])"
src/RA_AQFT/berry_theorems.py,46,empirical_or_physical_constants,ev,eV,"|+,even⟩ = (|1⟩+|3⟩)/√2    (sectors 1,3 symmetric)"
src/RA_AQFT/berry_theorems.py,47,empirical_or_physical_constants,ev,eV,"|−,even⟩ = (|1⟩−|3⟩)/√2    (sectors 1,3 antisymmetric)"
src/RA_AQFT/berry_theorems.py,325,empirical_or_physical_constants,EV,eV,REVISED HIERARCHY:
src/RA_AQFT/berry_theorems.py,403,empirical_or_physical_constants,ev,eV,"for _,name,desc,norm,ph in sorted(nonzero_4sec, key=lambda x: x[3], reverse=True):"
src/RA_AQFT/berry_theorems.py,454,empirical_or_physical_constants,ev,eV,STRUCTURAL HIERARCHY (revised):
src/RA_AQFT/berry_thinning.py,19,ra_native,BDG,\bBDG\b,APPLICATION TO BDG:
src/RA_AQFT/berry_thinning.py,77,ra_native,BDG,\bBDG\b,APPLICATION TO BDG TRANSFER:
src/RA_AQFT/berry_thinning.py,94,ra_native,BDG,\bBDG\b,BDG model)
src/RA_AQFT/berry_thinning.py,112,ra_native,BDG,\bBDG\b,"print(f""  BDG scores: {[s for _,s in admissible]}"")"
src/RA_AQFT/berry_thinning.py,145,ra_native,BDG,\bBDG\b,"The (1,1,0,0) motif with S=9 is a BDG Type III pattern:"
src/RA_AQFT/berry_thinning.py,234,ra_native,BDG,\bBDG\b,"print(f""  BDG scores: {[s for _,s in scores]}"")"
src/RA_AQFT/berry_thinning.py,296,ra_native,BDG,\bBDG\b,"print(""  All quantities derived from d=4 → BDG integers → μ_QCD"")"
src/RA_AQFT/berry_thinning.py,330,ra_native,BDG,\bBDG\b,"print(f""  │  Phase kicks: 10, -1, -9 (BDG integers)     │"")"
src/RA_AQFT/berry_thinning.py,356,ra_native,BDG,\bBDG\b,"BDG coefficients (1,-1,9,-16,8) (forced by d=4 geometry)"
src/RA_AQFT/berry_thinning.py,370,ra_native,BDG,\bBDG\b,"Phase kicks = BDG score differences (integers: 10, -1, -9)"
src/RA_AQFT/berry_thinning.py,385,ra_native,BDG,\bBDG\b,"✓ Phase kicks FIXED (BDG score differences, integers)"
src/RA_AQFT/berry_thinning.py,29,ra_native,motif,motif,"interval between a depth-k ancestor and the motif's continuation,"
src/RA_AQFT/berry_thinning.py,80,ra_native,motif,motif,motif is partitioned into depth regions:
src/RA_AQFT/berry_thinning.py,111,ra_native,Motif,motif,"print(f""  Motif (1,1,0,0), admissible sectors: depths {[k+1 for k,_ in admissible]}"")"
src/RA_AQFT/berry_thinning.py,139,ra_native,MOTIF,motif,# 3. THE CANONICAL MOTIF EMBEDDING
src/RA_AQFT/berry_thinning.py,142,ra_native,MOTIF,motif,"print(""\n3. CANONICAL MOTIF EMBEDDING"")"
src/RA_AQFT/berry_thinning.py,145,ra_native,motif,motif,"The (1,1,0,0) motif with S=9 is a BDG Type III pattern:"
src/RA_AQFT/berry_thinning.py,150,ra_native,motif,motif,Physical identification: this is a PHOTON-LIKE motif.
src/RA_AQFT/berry_thinning.py,169,ra_native,motif,motif,# 4. PROFILE SURVEY: which motifs have 2 vs 3 vs 4 sectors?
src/RA_AQFT/berry_thinning.py,172,ra_native,MOTIF,motif,"print(""\n4. SECTOR COUNT BY MOTIF PROFILE"")"
src/RA_AQFT/berry_thinning.py,174,ra_native,motif,motif,"print(""  Looking for 2-sector motifs (candidates for spin-1/2)"")"
src/RA_AQFT/berry_thinning.py,187,ra_native,motif,motif,two_sector_motifs = []
src/RA_AQFT/berry_thinning.py,202,ra_native,motif,motif,"two_sector_motifs.append((N, adm))"
src/RA_AQFT/berry_thinning.py,219,ra_native,motif,motif,"print(f""\n\n5. SPIN-1/2 CANDIDATES (2-sector motifs)"")"
src/RA_AQFT/berry_thinning.py,222,ra_native,motif,motif,if two_sector_motifs:
src/RA_AQFT/berry_thinning.py,223,ra_native,motif,motif,"for N, adm in two_sector_motifs:"
src/RA_AQFT/berry_thinning.py,285,ra_native,motif,motif,"print(""  No 2-sector motifs found in the survey!"")"
src/RA_AQFT/berry_thinning.py,302,ra_native,motif,motif,"# 3-sector motif (1,1,0,0)"
src/RA_AQFT/berry_thinning.py,303,ra_native,MOTIF,motif,"print(f""\n  MOTIF: (1,1,0,0) — 3-sector (photon-like)"")"
src/RA_AQFT/berry_thinning.py,391,ra_native,motif,motif,(no 2-depth motifs exist; spin structure comes from σ-degeneracy
src/RA_AQFT/berry_thinning.py,148,standard_qft_sm_bridge,SU(3),\bSU\(3\),- Three sectors → SU(3) transfer group
src/RA_AQFT/berry_thinning.py,238,standard_qft_sm_bridge,SU(2),\bSU\(2\),# This is a single SU(2) rotation
src/RA_AQFT/berry_thinning.py,146,standard_qft_sm_bridge,gauge,gauge,- L = 1 (depth 1 gauge boson)
src/RA_AQFT/berry_thinning.py,216,standard_qft_sm_bridge,BERRY PHASE,Berry phase,# 5. SPIN-1/2 BERRY PHASE (2-sector model)
src/RA_AQFT/berry_thinning.py,237,standard_qft_sm_bridge,Berry phase,Berry phase,"# Berry phase for 2-sector model: T_A transfers 1→2, T_B transfers 2→1"
src/RA_AQFT/berry_thinning.py,272,standard_qft_sm_bridge,Berry phase,Berry phase,"print(f""  Berry phase (|1⟩+|2⟩): γ = {gamma_mix:.4f} rad = {np.degrees(gamma_mix):.1f}°"")"
src/RA_AQFT/berry_thinning.py,274,standard_qft_sm_bridge,Berry phase,Berry phase,"# For spin-1/2, standard Berry phase for a full rotation is -π"
src/RA_AQFT/berry_thinning.py,286,standard_qft_sm_bridge,Berry phase,Berry phase,"print(""  This means spin-1/2 Berry phase requires σ-label"")"
src/RA_AQFT/berry_thinning.py,294,standard_qft_sm_bridge,BERRY PHASE,Berry phase,"print(f""\n\n6. COMPLETE PARAMETER-FREE BERRY PHASE TABLE"")"
src/RA_AQFT/berry_thinning.py,328,standard_qft_sm_bridge,BERRY PHASE,Berry phase,"print(f""  │  PARAMETER-FREE BERRY PHASE                  │"")"
src/RA_AQFT/berry_thinning.py,378,standard_qft_sm_bridge,Berry phase,Berry phase,State-dependent Berry phase γ  (observable)
src/RA_AQFT/berry_thinning.py,387,standard_qft_sm_bridge,Berry phase,Berry phase,✓ Berry phase COMPUTED (parameter-free)
src/RA_AQFT/berry_thinning.py,118,empirical_or_physical_constants,Planck,Planck,"'μ = 1 (Planck)':     1.0,"
src/RA_AQFT/berry_thinning.py,342,empirical_or_physical_constants,g =,\bG\s*=,"g = cmath.phase(np.vdot(psi, W3 @ psi))"
src/RA_AQFT/berry_thinning.py,155,empirical_or_physical_constants,ev,eV,The boundary events that transfer between sectors are:
src/RA_AQFT/berry_thinning.py,157,empirical_or_physical_constants,ev,eV,(a nearby environmental event inserts between a direct
src/RA_AQFT/berry_thinning.py,161,empirical_or_physical_constants,ev,eV,(a renewal event resets the deep structure)
src/RA_AQFT/berry_thinning.py,163,empirical_or_physical_constants,ev,eV,These three events correspond to the photon interacting with
src/RA_AQFT/berry_thinning.py,249,empirical_or_physical_constants,ev,eV,"# Two-event loop: A transfers 1→2, B transfers 2→1"
src/RA_AQFT/berry_thinning.py,264,empirical_or_physical_constants,ev,eV,evs = np.linalg.eigvals(W2)
src/RA_AQFT/berry_thinning.py,265,empirical_or_physical_constants,ev,eV,phi2 = max(cmath.phase(e) for e in evs)
src/RA_AQFT/berry_thinning.py,270,empirical_or_physical_constants,ev,eV,"print(f""  Wilson loop eigenvalues: {[f'{e.real:.4f}{e.imag:+.4f}i' for e in evs]}"")"
src/RA_AQFT/berry_thinning.py,276,empirical_or_physical_constants,ev,eV,"# Our 2-event loop is the MINIMAL loop, not a full rotation"
src/RA_AQFT/berry_thinning.py,281,empirical_or_physical_constants,ev,eV,"print(f""  A 2-event minimal loop corresponds to a specific solid angle."")"
src/RA_AQFT/berry_thinning.py,324,empirical_or_physical_constants,ev,eV,evs3 = np.linalg.eigvals(W3)
src/RA_AQFT/berry_thinning.py,325,empirical_or_physical_constants,ev,eV,phi3 = max(cmath.phase(e) for e in evs3)
src/RA_AQFT/berry_thinning.py,380,empirical_or_physical_constants,EV,eV,EVERY STEP IS DETERMINED. ZERO FREE PARAMETERS.
src/RA_AQFT/berry_thinning.py,393,empirical_or_physical_constants,ev,eV,→ Physical interpretation of the 3-event loop (which specific
src/RA_AQFT/berry_thinning.py,394,empirical_or_physical_constants,ev,eV,"boundary events correspond to A, B, C?)"
src/RA_AQFT/berry_thinning.py,13,execution_reproducibility,random,random,"(so Λ = Σλ_k), then a uniformly random new point falls in"
src/RA_AQFT/berry_thinning.py,61,execution_reproducibility,random,random,THEOREM: Let X ~ Poisson(Λ) be a Poisson random variable counting
src/RA_AQFT/berry_transfer.py,12,ra_native,BDG,\bBDG\b,3. The transfer carries a BDG PHASE KICK (because the two
src/RA_AQFT/berry_transfer.py,13,ra_native,BDG,\bBDG\b,sectors have different BDG scores)
src/RA_AQFT/berry_transfer.py,81,ra_native,BDG,\bBDG\b,# BDG DATA
src/RA_AQFT/berry_transfer.py,90,ra_native,BDG,\bBDG\b,"sectors.append((k+1, s))  # (depth, BDG score)"
src/RA_AQFT/berry_transfer.py,96,ra_native,BDG,\bBDG\b,# BDG phases
src/RA_AQFT/berry_transfer.py,124,ra_native,BDG,\bBDG\b,# Phase kicks from BDG score differences
src/RA_AQFT/berry_transfer.py,272,ra_native,BDG,\bBDG\b,1. SECTORS exist because the BDG filter admits continuations
src/RA_AQFT/berry_transfer.py,284,ra_native,BDG,\bBDG\b,4. Each transfer carries a BDG PHASE KICK:
src/RA_AQFT/berry_transfer.py,295,ra_native,BDG,\bBDG\b,- The BDG INTEGERS (which determine the phase kicks)
src/RA_AQFT/berry_transfer.py,300,ra_native,BDG,\bBDG\b,- Sectors from BDG depth structure
src/RA_AQFT/berry_transfer.py,301,ra_native,BDG,\bBDG\b,- Phase kicks from BDG score differences (INTEGERS)
src/RA_AQFT/berry_transfer.py,425,ra_native,BDG,\bBDG\b,"1. Sectors from BDG depth structure (depth 1, 2, 4)"
src/RA_AQFT/berry_transfer.py,427,ra_native,BDG,\bBDG\b,"3. BDG phase kicks from integer score differences (10, -1, -9)"
src/RA_AQFT/berry_transfer.py,432,ra_native,BDG,\bBDG\b,"Just the BDG integers, discrete boundary events, and the"
