node_id,node_name,node_type,source_label,relation,migration_note
RA-OPEN-002,Scattering and decay predictions,issue,Paper II — subsection: Confinement as finite renewal,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-MOTIF-006,Signed three-direction charge spectrum,claim,"Paper II — section: Orientation, Charge, and Matter-Sector Excess",canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-MOTIF-008,Orientation/chirality theorem family,claim,"Paper II — section: Orientation, Charge, and Matter-Sector Excess",canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-MATTER-ASYMMETRY-001,Matter-sector excess as severance boundary condition,stageC_candidate,"Paper II — section: Orientation, Charge, and Matter-Sector Excess",canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-MOTIF-006,Signed three-direction charge spectrum,claim,Paper II — subsection: Signed three-direction charge spectrum,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-MOTIF-008,Orientation/chirality theorem family,claim,Paper II — subsection: Signed three-direction charge spectrum,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-003,Causal severance,claim,Paper II — subsection: Severance and information partition,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-004,Severed-link entropy observable,claim,Paper II — subsection: Severance and information partition,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-NOPAGE-001,No-Page-curve / severance information partition reading,stageC_candidate,Paper II — subsection: Severance and information partition,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-MATTER-ASYMMETRY-001,Matter-sector excess as severance boundary condition,stageC_candidate,Paper II — subsection: Matter-sector excess as a severance initial condition,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-D4-001,D4U02 selectivity ceiling,claim,Paper II — section: Selective Regime and Motif Selection,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-ARITH-005,Internal density scale from selectivity,claim,Paper II — section: Selective Regime and Motif Selection,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-MOTIF-002,Stable motif census,claim,Paper II — section: Selective Regime and Motif Selection,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-002,Scattering and decay predictions,issue,Paper II — section: Selective Regime and Motif Selection,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-003,Causal severance,claim,Paper III — section: From Causal Set Theory to a Macroscopic Programme,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-004,Severed-link entropy observable,claim,Paper III — section: From Causal Set Theory to a Macroscopic Programme,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-005,Discrete boundary law,claim,Paper III — section: From Causal Set Theory to a Macroscopic Programme,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-003,Coefficient-level orbital/lensing source law,issue,Paper III — section: From Causal Set Theory to a Macroscopic Programme,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-004,Environment-sensitive expansion law,issue,Paper III — section: From Causal Set Theory to a Macroscopic Programme,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-002,Asymptotic kernel saturation,claim,Paper III — section: Causal Severance: A Finite Alternative to Singular Continuation,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-003,Causal severance,claim,Paper III — section: Causal Severance: A Finite Alternative to Singular Continuation,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-002,Asymptotic kernel saturation,claim,Paper III — subsection: Kernel saturation,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-003,Causal severance,claim,Paper III — subsection: Kernel saturation,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-005,Discrete boundary law,claim,Paper III — section: Discrete Boundary Law and Black-Hole Entropy,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-004,Severed-link entropy observable,claim,Paper III — subsection: The entropy observable,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-004,Severed-link entropy observable,claim,Paper III — subsection: Finiteness and interface invariance,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-005,Discrete boundary law,claim,Paper III — subsection: Boundary decomposition,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-006,Joint BDG/LLC macro-kernel dimension,claim,Paper III — section: Joint BDG/LLC Macro-Kernel,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-007,Antichain drift local statistic,claim,Paper III — section: Sparse-Regime Response: Orbital Profiles and Lensing,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-006,Rotation-curve / lensing source-law target,target,Paper III — section: Sparse-Regime Response: Orbital Profiles and Lensing,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-003,Coefficient-level orbital/lensing source law,issue,Paper III — section: Sparse-Regime Response: Orbital Profiles and Lensing,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-007,Antichain drift local statistic,claim,Paper III — subsection: Antichain drift as a sparse-growth statistic,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-006,Rotation-curve / lensing source-law target,target,Paper III — subsection: Antichain drift as a sparse-growth statistic,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-003,Coefficient-level orbital/lensing source law,issue,Paper III — subsection: Antichain drift as a sparse-growth statistic,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-007,Antichain drift local statistic,claim,Paper III — subsection: Sparse-regime topology transition,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-006,Rotation-curve / lensing source-law target,target,Paper III — subsection: Sparse-regime topology transition,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-003,Coefficient-level orbital/lensing source law,issue,Paper III — subsection: Sparse-regime topology transition,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-GRAV-007,Antichain drift local statistic,claim,Paper III — subsection: Large-radius orbital response,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-006,Rotation-curve / lensing source-law target,target,Paper III — subsection: Large-radius orbital response,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-003,Coefficient-level orbital/lensing source law,issue,Paper III — subsection: Large-radius orbital response,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-006,Rotation-curve / lensing source-law target,target,Paper III — subsection: Historical source depth and lensing offset,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-003,Coefficient-level orbital/lensing source law,issue,Paper III — subsection: Historical source depth and lensing offset,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-006,Rotation-curve / lensing source-law target,target,Paper III — subsection: Weak-equivalence tracking,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-003,Coefficient-level orbital/lensing source law,issue,Paper III — subsection: Weak-equivalence tracking,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-005,Local Hubble/environment target,target,"Paper III — section: Expansion, Inhomogeneity, and the Cosmological-Constant Question",canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-004,Environment-sensitive expansion law,issue,"Paper III — section: Expansion, Inhomogeneity, and the Cosmological-Constant Question",canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-005,Local Hubble/environment target,target,Paper III — subsection: Environment-sensitive expansion as a native target,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-004,Environment-sensitive expansion law,issue,Paper III — subsection: Environment-sensitive expansion as a native target,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-005,Local Hubble/environment target,target,Paper III — subsection: Immediate observational targets,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-004,Environment-sensitive expansion law,issue,Paper III — subsection: Immediate observational targets,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-007,Axis-of-Evil / low-l alignment target,target,"Paper III — section: Nucleation, Rotating Boundaries, and Low- l Anomalies",canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-005,Low-l CMB / Axis-of-Evil severance inheritance,issue,"Paper III — section: Nucleation, Rotating Boundaries, and Low- l Anomalies",canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-PRED-007,Axis-of-Evil / low-l alignment target,target,Paper III — subsection: Rotating-boundary fit kernels,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-005,Low-l CMB / Axis-of-Evil severance inheritance,issue,Paper III — subsection: Rotating-boundary fit kernels,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-001,Tier hierarchy,claim,Paper IV — section: From Causal Set Theory to a Complexity Programme,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-002,Recursive closure,claim,Paper IV — section: From Causal Set Theory to a Complexity Programme,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-002,Recursive closure,claim,Paper IV — section: Recursive Closure and the Causal Firewall,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-003,Causal Firewall conditions,claim,Paper IV — section: Recursive Closure and the Causal Firewall,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-008,Substrate-independent biosignature criteria,claim,Paper IV — section: Recursive Closure and the Causal Firewall,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-006,Causal shield theorem,issue,Paper IV — subsection: Causal shields and boundary turnover,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-003,Causal Firewall conditions,claim,Paper IV — subsection: Causal shields and boundary turnover,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-007,Persistence-window formula,issue,Paper IV — section: Persistence Windows and Environmental Overwrite,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-003,Causal Firewall conditions,claim,Paper IV — section: Persistence Windows and Environmental Overwrite,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-004,RA assembly depth,claim,Paper IV — section: Finite Assembly Depth and Reaction-Network Coarse-Graining,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-005,Glycolysis assembly depth estimate,claim,Paper IV — subsection: A minimal closure-bearing example: glycolysis,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-006,E. coli assembly depth estimate,claim,Paper IV — subsection: The E.~coli worked example,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-DFT-F1-001,complexity_life_thermo,restoration_candidate,Paper IV — subsection: Prebiotic chemistries as an open computational target,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-007,Persistence-window formula,issue,Paper IV — subsection: Prebiotic chemistries as an open computational target,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-007,Origin-of-life sandwich bound,claim,Paper IV — section: Origin-of-Life Constraints and Biosignature Criteria,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-008,Substrate-independent biosignature criteria,claim,Paper IV — section: Origin-of-Life Constraints and Biosignature Criteria,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-007,Origin-of-life sandwich bound,claim,Paper IV — subsection: The origin-of-life sandwich bound,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-008,Substrate-independent biosignature criteria,claim,Paper IV — subsection: Biosignature criteria and SETI predictions,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-008,Consciousness threshold problem,issue,"Paper IV — section: Perception, Agency, and Consciousness: Structural Constraints",canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-002,Recursive closure,claim,"Paper IV — section: Perception, Agency, and Consciousness: Structural Constraints",canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-008,Consciousness threshold problem,issue,Paper IV — subsection: Perception as actualization anchoring,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-002,Recursive closure,claim,Paper IV — subsection: Perception as actualization anchoring,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-008,Consciousness threshold problem,issue,Paper IV — subsection: Agency as recursive causal closure,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-002,Recursive closure,claim,Paper IV — subsection: Agency as recursive causal closure,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-008,Consciousness threshold problem,issue,Paper IV — subsection: What RA excludes: simple panpsychism,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-002,Recursive closure,claim,Paper IV — subsection: What RA excludes: simple panpsychism,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-008,Consciousness threshold problem,issue,Paper IV — subsection: What RA permits: artificial consciousness,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-002,Recursive closure,claim,Paper IV — subsection: What RA permits: artificial consciousness,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-OPEN-008,Consciousness threshold problem,issue,Paper IV — subsection: The open threshold problem,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
RA-COMP-002,Recursive closure,claim,Paper IV — subsection: The open threshold problem,canonical_tex_projection,Stage C Apr28 paper-to-registry crosswalk; review before automatic merge.
